,longitude,latitude,adt,ugos,vgos,sla,ugosa,vgosa,Born,Dead,Errcount,Longevity,added,addeda,multiplied,multiplieda,substracted,substracteda,deducted,deducteda,exp1a,exp2a,exp3a,exp4a,exp1,exp2,exp3,exp4
242521,309.625,2.375,0.8154,-0.7599,3.0548,0.2841,-1.2749,3.4373,2006-04-21,2006-06-26 00:00:00,0,66,3.8147,4.7122,2.3213425200000004,4.38221377,0.2487560560429488,0.3709015797282751,-2.2949,-2.1624,11.469060550000002,8.526900000000001,8.09176452,10.172619156030501,11.469060550000002,4.4573,-13.21012508,10.172619156030501
242680,309.875,2.125,0.9128,-0.461,4.1493,0.3736,-1.1655,4.5396,2006-04-17,2006-06-26 00:00:00,0,70,4.6103000000000005,5.7051,1.9128273000000002,5.2909038,0.11110307762755163,0.25674068199841393,-3.6883000000000004,-3.3741000000000003,19.37345778,10.3154,9.836609150000001,10.120585230313742,19.37345778,7.0624,-14.132495850000002,10.120585230313742
243883,309.625,2.625,0.8221,0.8193,4.0336,0.3019,0.3342,4.5274,2006-04-20,2006-06-28 00:00:00,0,69,4.8529,4.8616,3.30472848,1.51305708,0.20311880206267355,0.07381720192605026,-3.2142999999999997,-4.1932,18.5355307,9.7145,6.69472912,5.000242824141639,18.5355307,9.714500000000001,9.8751135,5.000242824141639
259161,310.375,1.875,0.5968,-3.2342,2.0628,0.0415,-4.2491,2.3379000000000003,2006-05-10,2006-07-28 00:00:00,0,79,5.297000000000001,6.587000000000001,6.671507760000001,9.933970890000001,1.5678689160364552,1.8174857778348088,1.1713999999999998,1.9112,18.56505934,11.884,14.337143480000002,66.27456388024913,18.56505934,-3.0825999999999993,-32.931758310000006,66.27456388024913
259411,310.375,2.125,0.5034000000000001,-1.6774,-2.5684,-0.0255,-2.5375,-2.335,2006-04-25,2006-07-28 00:00:00,0,94,4.2458,4.8725000000000005,4.30823416,5.9250625,0.6530914187821212,1.0867237687366167,-0.891,0.20250000000000012,10.2536165,9.1183,10.529715,25.526556662635,10.2536165,-9.118300000000001,20.667340659999997,25.526556662635
259412,310.375,2.375,0.6479,3.6697,3.735,0.1391,2.9541,3.9058,2006-03-22,2006-07-28 00:00:00,0,128,7.4047,6.8599,13.7063295,11.53812378,0.9825167336010711,0.756336729991295,-0.06529999999999969,-0.9517000000000002,25.42882377,14.264600000000002,18.6090635,158.14532634046552,25.42882377,14.264600000000002,50.611131040000004,158.14532634046552
260392,310.125,2.125,0.5801000000000001,-1.3214,-3.8432,0.0416,-2.1239,-3.4796,2006-04-25,2006-07-30 00:00:00,0,96,5.1646,5.6035,5.07840448,7.390322439999999,0.3438280599500416,0.6103862512932521,-2.5218,-1.3557000000000001,16.17932018,10.7681,12.96357248,37.53104658794052,16.17932018,-10.768099999999999,25.229242839999998,37.53104658794052
272185,310.125,2.125,0.5887,0.1385,-5.0076,0.0502,-0.664,-4.644,2006-08-01,2006-08-19 00:00:00,0,18,5.1461,5.308,0.6935526000000001,3.083616,0.027657959900950557,0.1429801894918174,-4.8691,-3.98,23.3472584,10.1771,8.1075464,2.1386498942016003,23.1633304,-10.1771,5.071915800000001,-2.1386498942016003
272423,310.125,1.875,0.5428000000000001,-2.3160000000000003,-3.6448,-0.0227,-3.2247000000000003,-3.2368,2006-04-26,2006-08-19 00:00:00,0,115,5.960800000000001,6.461500000000001,8.441356800000001,10.437708960000002,0.6354258121158912,0.9962617399901138,-1.3287999999999998,-0.012099999999999778,19.265893840000004,12.422300000000002,17.30618656,88.10842550591695,19.265893840000004,-12.422300000000002,38.12888112000001,88.10842550591695
280821,309.875,2.875,0.7307,3.3672,3.6623,0.2331,2.8809,4.0479,2006-04-16,2006-09-02 00:00:00,0,139,7.0295000000000005,6.928800000000001,12.331696560000001,11.66159511,0.9194222210086558,0.7117023641888386,-0.29510000000000014,-1.1670000000000003,24.52519065,13.958300000000001,17.96582007,143.8072523020998,24.52519065,13.9583,48.174100620000004,143.8072523020998
280822,309.875,2.625,0.5873,1.5421,4.4416,0.0795,0.933,4.8577,2006-07-01,2006-09-02 00:00:00,0,63,5.983700000000001,5.7907,6.84939136,4.5322341,0.347194704610951,0.19206620417069806,-2.8995,-3.9247000000000005,23.014739620000004,11.7744,10.543812800000001,31.043045086037385,23.014739620000004,11.7744,23.016697430000004,31.043045086037385
280823,309.875,2.375,0.6301,1.7285,3.9118,0.1067,1.0556,4.3064,2006-07-02,2006-09-02 00:00:00,0,62,5.6403,5.362,6.7615463,4.5458358400000005,0.44186819367043306,0.24512353706111836,-2.1833,-3.2508,18.67038012,11.0023,10.16419608,30.73687950435939,18.67038012,11.0023,22.88029062,30.73687950435939
281742,309.625,2.875,0.754,2.1837,4.1747000000000005,0.2438,1.6912,4.689500000000001,2006-04-19,2006-09-04 00:00:00,0,138,6.3584000000000005,6.380700000000001,9.116292390000002,7.9308824000000016,0.5230795027187581,0.3606354622027934,-1.9910000000000005,-2.9983000000000004,23.270329090000004,12.7391,13.93345264,72.30024286910496,23.270329090000004,12.739100000000002,34.34788858,72.30024286910496
281743,309.625,2.625,0.4773,0.6769000000000001,4.3628,-0.0429,0.1918,4.8566,2006-07-02,2006-09-04 00:00:00,0,64,5.0397,5.0484,2.9531793200000003,0.93149588,0.15515265425873292,0.03949264917843759,-3.6859,-4.6648000000000005,21.3182039,10.0881,6.370285040000001,2.7508743694812017,21.3182039,10.0881,8.00889278,2.7508743694812017
282447,309.625,2.375,0.5195000000000001,1.6235000000000002,4.1783,-0.0118,1.1085,4.5608,2006-07-03,2006-09-05 00:00:00,0,64,5.8018,5.669300000000001,6.783470050000001,5.055646800000001,0.3885551540100041,0.24304946500613925,-2.5548,-3.4523,20.856040390000004,11.4711,10.81594555,34.29482865117835,20.856040390000004,11.4711,23.875221200000002,34.29482865117835
298746,309.625,2.125,0.5640000000000001,2.2515,4.0868,0.0263,1.6754,4.3804,2006-07-03,2006-10-01 00:00:00,0,90,6.3383,6.0558,9.2014302,7.33892216,0.550920035235392,0.382476486165647,-1.8353000000000002,-2.705,21.67398182,12.3941,13.47892472,67.52857999847323,21.67398182,12.3941,33.24984768,67.52857999847323
302059,309.625,2.125,0.6515000000000001,1.9594,3.6545,0.1138,1.3832,3.9481,2006-10-02,2006-10-10 00:00:00,0,8,5.6139,5.331300000000001,7.160627300000001,5.46101192,0.5361608975236011,0.3503457359236088,-1.6951,-2.5649,17.138573530000002,10.9452,10.9624044,39.10427103997742,17.138573530000002,10.9452,25.412450760000002,39.10427103997742
302158,309.125,3.125,0.4576,-4.3291,-0.4969,-0.0561,-4.8413,-0.2068,2005-03-30,2006-10-10 00:00:00,0,559,4.8260000000000005,5.048100000000001,2.15112979,1.0011808400000002,8.712215737572953,23.410541586073503,3.8322000000000003,4.6345,21.061230750000004,9.8741,6.94154197,2.1536699301012243,21.061230750000004,-9.8741,6.45321048,2.1536699301012243
307116,310.375,1.375,0.2934,-1.6828,-3.8056,-0.332,-2.7043,-3.4965,2006-04-25,2006-10-19 00:00:00,0,177,5.4884,6.2008,6.40406368,9.45558495,0.442190456169855,0.7734305734305734,-2.1228,-0.7922000000000002,17.85707644,11.6892,15.470784080000001,60.554168151449616,17.85707644,-11.6892,32.03504291,60.554168151449616
307449,310.625,1.625,0.2311,-3.1897,-0.7986000000000001,-0.3487,-4.2992,-0.5576,2006-04-24,2006-10-19 00:00:00,0,178,3.9883,4.8568,2.5472944200000005,2.3972339199999997,3.994114700726271,7.710186513629842,2.3911000000000002,3.7416,14.1584576,8.8451,7.18064112,6.106460587850727,14.1584576,-8.8451,10.156446180000001,6.106460587850727
308072,310.375,1.625,0.3593,-2.8477,-3.0967,-0.2297,-3.9681,-2.7877,2006-04-25,2006-10-20 00:00:00,0,178,5.9444,6.755800000000001,8.818472589999999,11.061872370000001,0.9195918235541061,1.423431502672454,-0.24899999999999967,1.1804000000000001,19.932628960000002,12.700199999999999,17.92341527,97.54881828892333,19.932628960000002,-12.700199999999999,40.10689352,97.54881828892333
308444,310.625,1.875,0.3206,-3.3318000000000003,-1.4148,-0.2278,-4.3611,-1.253,2006-04-24,2006-10-20 00:00:00,0,179,4.746600000000001,5.6141000000000005,4.71383064,5.4644583,2.354961832061069,3.480526735833999,1.9170000000000003,3.1081000000000003,16.303057380000002,10.360700000000001,10.754884280000002,25.758530965542317,16.303057380000002,-10.360700000000001,20.523118619999998,25.758530965542317
309932,310.375,1.875,0.5427000000000001,-0.3609,-4.3474,-0.0126,-1.3758,-4.0723,2006-09-15,2006-10-21 00:00:00,0,36,4.7083,5.4481,1.5689766600000001,5.60267034,0.08301513548327735,0.3378434791149964,-3.9865000000000004,-2.6965000000000003,18.200443240000002,10.156400000000001,10.41435292,8.790458997134266,18.200443240000002,-10.156400000000001,14.62249299,8.790458997134266
310996,310.625,2.125,0.8028000000000001,4.7436,2.8646000000000003,0.2792,3.8789,2.9691,2006-03-20,2006-10-22 00:00:00,0,216,7.6082,6.848,13.58851656,11.51684199,1.6559380018152619,1.3064228217304905,1.8789999999999996,0.9097999999999997,26.9052339,14.456199999999999,18.82419694,156.49679810001834,26.9052339,14.456199999999999,50.301078249999996,156.49679810001834
311123,310.625,1.375,0.1172,-3.4407,-2.1428000000000003,-0.4959,-4.4532,-1.8182,2006-04-21,2006-10-22 00:00:00,0,184,5.583500000000001,6.2714,7.372731960000001,8.09680824,1.605702818741833,2.4492355076449233,1.2978999999999998,2.635,19.2181642,11.8549,14.801216960000001,59.69559688503936,19.2181642,-11.8549,31.267737900000004,59.69559688503936
311195,310.375,2.125,0.4356,0.2396,-4.771,-0.0933,-0.6205,-4.5376,2006-07-31,2006-10-22 00:00:00,0,83,5.0106,5.1581,1.1431316,2.8155808,0.05022007964787257,0.1367462976022567,-4.5314,-3.9171000000000005,21.7975614,9.6895,7.737605500000001,3.2185793848332804,21.5002178,-9.689499999999999,3.5456457400000003,-3.2185793848332804
311315,310.375,1.125,0.2008,0.2675,-4.8019,-0.4584,-0.4296,-4.5355,2006-04-24,2006-10-22 00:00:00,0,181,5.0694,4.9651,1.28450825,1.9484507999999998,0.055707115933276416,0.0947194355638849,-4.5344,-4.1059,21.893935449999997,9.4995,6.86589624,2.5028011273191,21.66409945,-9.4995,1.5135925399999994,-2.5028011273191
312266,310.125,0.875,0.4311,1.2894,-4.9047,-0.2629,1.0374,-4.8626000000000005,2006-04-23,2006-10-23 00:00:00,0,183,6.194100000000001,5.9,6.32412018,5.044461240000001,0.26289069667869597,0.21334265619216058,-3.6153,-3.8252000000000006,25.187217780000005,12.094100000000001,11.240135780000001,31.901779125111833,25.187217780000005,-7.4405,-22.726553640000006,31.901779125111833
312872,309.625,2.125,0.4436,3.1807000000000003,3.9208,-0.0941,2.6045000000000003,4.2145,2006-10-11,2006-10-23 00:00:00,0,12,7.1015,6.819000000000001,12.47088856,10.976665250000002,0.8112375025505,0.6179855261596868,-0.7400999999999995,-1.6099999999999999,24.808344750000003,13.9205,17.606923600000002,136.8887690931746,24.808344750000003,13.9205,47.06433756000001,136.8887690931746
313657,310.125,2.375,0.8963000000000001,2.736,3.9604,0.3802,2.0006,4.2719000000000005,2006-04-14,2006-10-24 00:00:00,0,193,6.696400000000001,6.272500000000001,10.835654400000001,8.54636314,0.6908393091606909,0.46831620590369616,-1.2243999999999997,-2.2713000000000005,22.392074360000002,12.968900000000001,14.93107624,92.60543736193884,22.392074360000002,12.9689,38.993112180000004,92.60543736193884
313658,310.125,2.125,0.6498,3.2521,3.8239,0.1113,2.4496,4.1875,2006-08-21,2006-10-24 00:00:00,0,64,7.0760000000000005,6.6371,12.43570519,10.257700000000002,0.8504668009100657,0.584979104477612,-0.5718000000000001,-1.7378999999999998,23.978925410000002,13.7131,16.80662544,127.56173312746301,23.978925410000002,13.7131,45.67859938000001,127.56173312746301
313739,310.375,2.375,0.4381,-0.2948,-4.3647,-0.0706,-1.0104,-4.1939,2006-07-31,2006-10-24 00:00:00,0,85,4.6595,5.2043,1.2867135600000001,4.23751656,0.06754187000252022,0.24092133813395644,-4.0699,-3.1835000000000004,18.60298125,9.8638,8.89879288,5.452470018476554,18.60298125,-9.863800000000001,11.170684719999999,5.452470018476554
313776,310.125,1.875,0.7149,3.5954,3.5201,0.1493,2.6867,3.9281,2006-08-20,2006-10-24 00:00:00,0,65,7.1155,6.614800000000001,12.65616754,10.55362627,1.021391437743246,0.6839693490491586,0.07530000000000037,-1.2414,23.487065989999998,13.7303,16.98095267,133.56846222766526,23.487065989999998,13.7303,46.79033722,133.56846222766526
317375,310.375,2.625,0.7571,4.1566,2.5243,0.2633,3.5935,2.6215,2006-04-11,2006-10-28 00:00:00,0,200,6.6809,6.215,10.49250538,9.420360250000002,1.6466347106128432,1.370780087736029,1.6322999999999999,0.972,21.554194550000002,12.895900000000001,15.849172050000004,98.84318060466316,21.554194550000002,12.895900000000001,39.88046458,98.84318060466316
317924,310.125,2.625,0.8143,3.8571,3.2677,0.3158,3.2265,3.5263,2006-04-14,2006-10-29 00:00:00,0,198,7.1248000000000005,6.752800000000001,12.60384567,11.37760695,1.1803715151329681,0.9149817088733233,0.5893999999999999,-0.29979999999999984,23.96782366,13.877600000000001,17.92663405,143.4016020917194,23.96782366,13.877600000000001,48.12597840000001,143.4016020917194
319079,309.875,2.125,0.64,1.7392,4.4675,0.1008,1.0347,4.8578,2006-06-30,2006-10-30 00:00:00,0,122,6.2067000000000005,5.8925,7.769876000000001,5.02636566,0.38930050363738106,0.21299765325867676,-2.7283,-3.8231,23.50177174,12.0992,11.21952225,39.05423790885817,23.50177174,12.0992,25.867449670000003,39.05423790885817
326101,310.875,1.125,0.4871,-0.1917,4.2948,-0.1364,-0.9064,4.7,2006-02-22,2006-11-11 00:00:00,0,262,4.4865,5.6064,0.8233131600000001,4.26008,0.04463537300922045,0.19285106382978723,-4.1031,-3.7936,20.35931688,10.092900000000002,8.78450672,3.5073799266528005,20.35931688,7.896700000000001,-9.877189880000003,3.5073799266528005
326102,310.875,1.375,0.5051,-0.7262000000000001,4.037,-0.0918,-1.6072000000000002,4.4202,2006-02-22,2006-11-11 00:00:00,0,262,4.7632,6.0274,2.9316694,7.104145440000002,0.17988605400049543,0.3636034568571558,-3.3108,-2.813,19.01149604,10.790600000000001,11.6346664,20.82700579959754,19.01149604,6.1238,-19.73403048,20.82700579959754
339675,310.125,2.375,0.4312,-0.3256,-5.0319,-0.0848,-1.061,-4.720400000000001,2006-11-03,2006-12-15 00:00:00,0,42,5.3575,5.7814000000000005,1.63838664,5.0083444,0.06470716826645999,0.22476908736547746,-4.706300000000001,-3.6594000000000007,24.098042360000004,11.138900000000001,10.3848459,8.205604553478818,24.098042360000004,-11.1389,13.522539180000003,8.205604553478818
340296,310.125,1.875,0.4307,1.4732,-3.8175,-0.1348,0.5645,-3.4094,2006-11-04,2006-12-16 00:00:00,0,42,5.2907,3.9739000000000004,5.623941,1.9246063000000002,0.38590700720366733,0.16557165483662814,-2.3442999999999996,-2.8449,13.8470059,9.264600000000002,7.03757875,10.8238722794283,13.8470059,-5.1892,-14.726254130000001,10.8238722794283
340352,309.875,2.375,0.6226,1.7363000000000002,-4.7914,0.0992,1.0635,-4.3968,2006-09-07,2006-12-16 00:00:00,0,100,6.5277,5.4603,8.31930782,4.675996799999999,0.36237842801686354,0.24188045851528384,-3.0551000000000004,-3.3333,22.91338257,11.988,11.2287539,38.90105674453498,22.91338257,-6.3884,-25.725122360000004,38.90105674453498
340353,309.875,2.625,0.5784,1.5901,-4.258,0.0706,0.981,-3.8419,2006-09-08,2006-12-16 00:00:00,0,99,5.8481000000000005,4.8229,6.7706458000000005,3.7689038999999998,0.37343823391263503,0.25534240870402664,-2.6679,-2.8609,17.9186983,10.671,9.609098,25.51791336113862,17.9186983,-5.5288,-20.82565289,25.51791336113862
340815,309.875,2.125,0.5799000000000001,0.2097,-5.223,0.0407,-0.4948,-4.8326,2006-11-03,2006-12-17 00:00:00,0,44,5.4327,5.3274,1.0952631,2.39117048,0.04014933946008042,0.10238794851632661,-5.0133,-4.3378000000000005,25.34442936,10.3407,7.6266404,2.6189607925532883,25.13691024,-10.3407,2.86685156,-2.6189607925532883
347266,310.625,2.375,0.6129,2.4167,4.4677,0.1077,1.7354,4.509,2005-10-04,2007-01-03 00:00:00,0,456,6.884399999999999,6.244400000000001,10.79709059,7.824918600000001,0.5409270989547195,0.38487469505433575,-2.0509999999999997,-2.7736,24.33880048,13.128800000000002,14.67894658,84.48635498357599,24.33880048,13.1288,37.27215607,84.48635498357599
347267,310.625,2.125,0.26,-1.9136,-4.1239,-0.2636,-2.7782,-4.0193,2006-10-28,2007-01-03 00:00:00,0,67,6.0375,6.7975,7.89149504,11.166419260000001,0.464026770775237,0.6912148881646057,-2.2103,-1.2411000000000003,21.89155479,12.835,17.38991898,88.11974220485048,21.89155479,-12.835,38.20626576,88.11974220485048
349315,310.375,1.625,0.3517,2.3445,-4.0459000000000005,-0.2373,1.2242,-3.7368,2006-11-01,2007-01-11 00:00:00,0,71,6.3904000000000005,4.961,9.48561255,4.57459056,0.5794755184260609,0.3276065082423464,-1.7014000000000005,-2.5126,17.98885602,11.3514,11.034290780000001,43.39279362704753,17.98885602,-4.214,-27.77412149,43.39279362704753
350521,309.625,2.125,0.9029,2.1442,4.1948,0.3652,1.5681,4.4884,2006-10-27,2007-01-14 00:00:00,0,79,6.339,6.056500000000001,8.99449016,7.038260040000001,0.5111566701630591,0.3493672578201586,-2.0505999999999998,-2.9203,22.190260340000002,12.395499999999998,13.210465880000001,63.305560673301216,22.190260340000002,12.3955,32.23464336,63.305560673301216
356526,310.375,2.375,0.327,-1.2194,-3.3635,-0.1817,-1.935,-3.1927000000000003,2006-11-02,2007-02-02 00:00:00,0,92,4.5829,5.127700000000001,4.101451900000001,6.177874500000001,0.36253902185223724,0.6060700974097158,-2.1441,-1.2577000000000003,13.09818545,9.7106,10.9204725,25.338255105986555,13.09818545,-9.7106,20.68087728,25.338255105986555
