,longitude,latitude,adt,ugos,vgos,sla,ugosa,vgosa,Born,Dead,Errcount,Longevity,added,addeda,multiplied,multiplieda,substracted,substracteda,deducted,deducteda,exp1a,exp2a,exp3a,exp4a,exp1,exp2,exp3,exp4
894232,315.625,-2.625,0.4697,-1.4627,1.2322,-0.0641,-1.4271,1.0917,2010-03-10,2010-03-15 00:00:00,0,5,2.6948999999999996,2.5187999999999997,1.8023389399999998,1.5579650699999998,1.1870637883460478,1.3072272602363288,0.23049999999999993,0.33540000000000014,3.43261191,5.2137,4.31287262,2.8079811128208254,3.43261191,-0.5659000000000003,-6.715606220000001,2.8079811128208254
894941,310.875,1.375,0.5476,-0.8904000000000001,-4.9461,-0.0493,-1.7714,-4.563000000000001,2009-04-04,2010-03-17 00:00:00,0,347,5.836500000000001,6.3344000000000005,4.404007440000001,8.0828982,0.18002062230848548,0.38820951128643433,-4.0557,-2.7916000000000007,24.146308860000005,12.1709,14.21492154,35.597143809562624,24.146308860000005,-12.170900000000001,25.311322380000004,35.597143809562624
894942,310.875,1.625,0.5689000000000001,-0.3398,-3.9735,0.0,-1.3001,-3.7037,2009-04-06,2010-03-17 00:00:00,0,345,4.3133,5.0038,1.3501953,4.81518037,0.08551654712470114,0.35102735102735105,-3.6337,-2.4036,15.15842593,9.3171,9.209447350000001,6.501433904226261,15.15842593,-9.3171,12.589840279999999,6.501433904226261
894965,310.125,2.125,0.4089,-2.1721,-3.824,-0.1296,-2.9746,-3.4604000000000004,2009-12-24,2010-03-17 00:00:00,0,83,5.9961,6.4350000000000005,8.3061104,10.293305840000002,0.5680177824267783,0.8596116055947289,-1.6519,-0.48580000000000023,19.69369826,12.4311,17.007370400000003,85.49733468800474,19.69369826,-12.4311,37.49062148,85.49733468800474
895140,310.125,1.875,0.5762,5.8169,-1.1818,0.0106,4.9082,-0.7738,2010-03-03,2010-03-17 00:00:00,0,14,6.9987,5.682,6.8744124200000005,3.79796516,4.922068031815875,6.342982682863789,4.6351,4.134399999999999,29.46498542,12.680700000000002,12.39121076,26.108778866631294,29.46498542,8.769500000000003,-20.974005560000002,26.108778866631294
895393,310.625,1.375,0.7126,-1.4549,-4.5498,0.0996,-2.4674,-4.2252,2009-04-04,2010-03-18 00:00:00,0,348,6.004700000000001,6.6926000000000005,6.619504020000001,10.42525848,0.31977229768341464,0.5839723563381615,-3.0949,-1.7578,22.813635220000002,12.6973,16.906276520000002,69.0100404178991,22.813635220000002,-12.697300000000002,34.4181825,69.0100404178991
895830,310.625,1.625,0.6951,-0.864,-3.8523,0.1153,-1.9734,-3.6113,2009-04-06,2010-03-19 00:00:00,0,347,4.7163,5.5847,3.3283872,7.12653942,0.22428159800638578,0.5464514163874505,-2.9883,-1.6379,15.616828589999999,10.301,12.07742882,23.719882585823424,15.616828589999999,-10.301,21.17721864,23.719882585823424
896020,309.875,2.375,0.7433000000000001,1.4440000000000002,4.0509,0.2199,0.7712,4.4455,2010-02-17,2010-03-19 00:00:00,0,30,5.4949,5.2167,5.8494996000000015,3.4283696,0.35646399565528647,0.1734787987852885,-2.6069000000000004,-3.6743,19.12188875,10.7116,9.01355408,20.054246603852164,19.12188875,10.7116,18.821225280000004,20.054246603852164
896427,309.875,2.625,0.6801,1.8801,4.1488000000000005,0.1724,1.271,4.564900000000001,2010-02-16,2010-03-20 00:00:00,0,32,6.0289,5.8359000000000005,7.8001588800000015,5.8019879,0.4531671808715773,0.27842888124602944,-2.2687000000000004,-3.2939000000000007,21.328464220000004,11.8648,11.718124800000002,45.256427439837566,21.328464220000004,11.864800000000002,27.457740070000003,45.256427439837566
896833,309.875,2.875,0.4209,-1.4082,3.6162,-0.0767,-1.8944,4.0018,2010-02-03,2010-03-21 00:00:00,0,46,5.0244,5.8962,5.09233284,7.5810099200000005,0.3894143023062883,0.4733869758608626,-2.208,-2.1074,17.13900324,10.9206,12.26052928,38.60502577598178,17.13900324,4.3154,-25.1592068,38.60502577598178
898698,310.125,2.375,0.7072,1.3507,-5.051200000000001,0.1912,0.6153000000000001,-4.7397,2010-03-24,2010-03-27 00:00:00,0,3,6.4019,5.355,6.822655840000001,2.91633741,0.26740180551156156,0.12981834293309705,-3.700500000000001,-4.1244,24.77225835,11.756900000000002,9.19840336,19.89716646174698,24.77225835,-7.8249,-19.248909400000002,19.89716646174698
898795,310.375,2.375,0.5592,-2.2538,-3.8005,0.0505,-2.9694000000000003,-3.6296,2010-01-19,2010-03-27 00:00:00,0,67,6.0543,6.599,8.5655669,10.777734240000001,0.5930272332587817,0.8181066784218648,-1.5467,-0.6601999999999997,20.48672852,12.6533,17.168604700000003,92.31740366314065,20.48672852,-12.6533,38.80889832,92.31740366314065
899078,310.125,2.625,0.4071,-1.4109,4.0219000000000005,-0.0914,-2.0415,4.2805,2010-02-01,2010-03-28 00:00:00,0,55,5.4328,6.322,5.674498710000001,8.73864075,0.35080434620453016,0.4769302651559397,-2.6110000000000007,-2.239,20.0960953,11.7548,13.902108850000001,49.58740566302844,20.0960953,4.8500000000000005,-28.66320576,49.58740566302844
899224,310.125,1.875,0.5748,-0.5268,-4.6404000000000005,0.0093,-1.4355,-4.2324,2010-03-21,2010-03-28 00:00:00,0,7,5.1672,5.6679,2.4445627200000004,6.0756102,0.11352469614688389,0.339169265664871,-4.113600000000001,-2.7969,20.396250360000003,10.8351,11.4204942,14.852210196171747,20.396250360000003,-10.8351,17.411095440000004,14.852210196171747
899456,310.625,1.875,0.6738000000000001,2.8229,-4.668200000000001,0.1253,1.7936,-4.5064,2009-06-13,2010-03-29 00:00:00,0,289,7.491100000000001,6.300000000000001,13.177861780000002,8.08267904,0.6047084529368921,0.3980117166696254,-1.8453000000000004,-2.7128,26.099929920000005,13.791100000000002,15.702183520000002,106.51242720122312,26.099929920000005,-4.5581000000000005,-42.35454090000001,106.51242720122312
899544,310.375,2.625,0.509,1.8585,4.2479000000000005,0.0152,1.2954,4.3451,2009-01-12,2010-03-29 00:00:00,0,441,6.106400000000001,5.6405,7.894722150000001,5.628642540000001,0.4375102992066668,0.2981289268371269,-2.3894,-3.0497000000000005,20.865051190000003,11.7469,11.706329660000002,44.43656893497027,20.865051190000003,11.7469,27.101462700000003,44.43656893497027
917195,310.375,2.125,0.6145,-1.213,-4.734100000000001,0.0855,-2.0731,-4.5007,2010-04-02,2010-05-09 00:00:00,0,37,5.947100000000001,6.5738,5.742463300000001,9.330401170000002,0.2562261042225555,0.46061723731863935,-3.5211000000000006,-2.4276,23.821434170000003,12.520900000000001,15.527962710000002,53.579486293002084,23.821434170000003,-12.520900000000001,30.34647628,53.579486293002084
917448,310.375,1.875,0.5820000000000001,-1.1479,-4.4619,0.0267,-2.1628000000000003,-4.1868,2010-04-02,2010-05-10 00:00:00,0,38,5.6098,6.349600000000001,5.12181501,9.055211040000001,0.2572670835294381,0.5165759052259483,-3.314,-2.0239999999999996,21.163761039999997,11.9594,14.984897320000002,46.37911582338971,21.163761039999997,-11.9594,28.63325109,46.37911582338971
920597,309.625,2.125,0.6392,0.9867,4.4169,0.1015,0.4106,4.710500000000001,2010-02-18,2010-05-16 00:00:00,0,87,5.4036,5.1211,4.35815523,1.9341313000000004,0.22339197174488895,0.08716696741322577,-3.4302,-4.299900000000001,21.210946470000003,10.524700000000001,7.51077914,8.4292444406017,21.210946470000003,10.5247,12.753716020000002,8.4292444406017
926932,309.875,2.125,0.8489,-0.9129,-4.7582,0.3096,-1.6174000000000002,-4.367900000000001,2010-03-24,2010-05-25 00:00:00,0,62,5.671100000000001,5.9853000000000005,4.34376078,7.064641460000002,0.1918582657307385,0.37029236017308087,-3.8453000000000004,-2.7505000000000006,22.259866240000004,11.656400000000001,12.976712680000002,30.687112498709954,22.259866240000004,-11.656400000000001,23.091770830000005,30.687112498709954
927554,309.625,2.375,0.6209,0.8629,3.4445,0.0897,0.3479,3.827,2010-02-19,2010-05-26 00:00:00,0,96,4.3074,4.1749,2.97225905,1.3314133,0.25051531426912466,0.09090671544290567,-2.5816,-3.4791,13.48230441,8.482299999999999,5.88824155,3.9573052302153653,13.48230441,8.4823,8.8043322,3.9573052302153653
927555,309.625,2.125,0.4139,0.9968,-4.2446,-0.1238,0.4206,-3.951,2010-05-19,2010-05-26 00:00:00,0,7,5.2414000000000005,4.3716,4.2310172800000005,1.6617906,0.2348395608537907,0.1064540622627183,-3.2478000000000002,-3.5304,17.189668680000004,9.613000000000001,6.73307876,7.031064744341568,17.189668680000004,-6.7782,-11.616443440000001,7.031064744341568
927804,309.875,2.375,0.874,1.4214,-4.9667,0.3506,0.7486,-4.5721,2010-03-25,2010-05-26 00:00:00,0,62,6.3881000000000006,5.3206999999999995,7.0596673800000005,3.42267406,0.2861859987516862,0.1637322018328558,-3.5453,-3.8234999999999997,23.772309110000002,11.7088,9.71157162,24.16294041375416,23.772309110000002,-7.3688,-20.699196,24.16294041375416
928474,309.625,2.625,0.5985,0.8609,4.0448,0.0783,0.3759,4.5387,2010-02-18,2010-05-27 00:00:00,0,98,4.9057,4.9146,3.4821683200000004,1.7060973300000002,0.21284117879746833,0.08282107211316016,-3.1839000000000004,-4.162800000000001,18.681746070000006,9.820300000000001,6.920040320000001,5.940918073362587,18.681746070000006,9.820300000000001,10.616072800000001,5.940918073362587
928701,309.875,2.625,0.8284,3.9296,-4.0595,0.3207,3.3204,-3.6434,2010-03-28,2010-05-27 00:00:00,0,60,7.9891000000000005,6.9638,15.9522112,12.09754536,0.9680009853430226,0.9113465444365152,-0.12989999999999968,-0.3230000000000004,27.838226140000003,14.9529,21.0521638,192.98259858430004,27.838226140000003,-0.4529000000000001,-55.846025,192.98259858430004
928976,309.375,2.625,0.5579000000000001,-0.8632000000000001,4.2485,0.0259,-1.1633,4.6521,2009-09-02,2010-05-28 00:00:00,0,268,5.1117,5.8154,3.6673052000000004,5.41178793,0.20317759209132638,0.25005911308871265,-3.3853,-3.4888,20.768607409999998,10.927100000000001,10.45758005,19.84667801698624,20.768607409999998,6.8741,-18.0370659,19.84667801698624
929606,309.375,2.875,0.305,-1.7826000000000002,3.905,-0.2186,-2.2242,4.389,2009-08-29,2010-05-29 00:00:00,0,273,5.6876,6.613200000000001,6.961053000000001,9.762013800000002,0.45649167733674784,0.5067669172932331,-2.1224,-2.1648,21.10390392,12.3008,14.857101,67.95389544853141,21.10390392,4.2872,-33.2323992,67.95389544853141
931484,310.375,2.125,0.5346000000000001,-0.1243,4.4809,0.0057,-0.9843,4.714300000000001,2010-05-12,2010-06-01 00:00:00,0,20,4.6052,5.698600000000001,0.55697587,4.64028549,0.02773996295387087,0.2087902763931018,-4.3566,-3.7300000000000004,21.246655360000002,10.303799999999999,9.24914987,2.5845270478411266,21.246655360000002,8.0866,-10.19379872,2.5845270478411266
931925,310.125,2.125,0.732,-0.9002,-4.9312000000000005,0.1936,-1.7027,-4.5675,2010-04-01,2010-06-02 00:00:00,0,62,5.8314,6.2702,4.439066240000001,7.77708225,0.18255191434133677,0.3727859879584018,-4.031000000000001,-2.8648,24.05602654,12.1016,13.864054240000002,34.52298326167824,24.05602654,-12.101600000000001,24.724166229999998,34.52298326167824
932755,310.125,1.875,0.7029000000000001,-1.3444,-4.0607,0.1374,-2.2531000000000003,-3.6526,2010-04-02,2010-06-03 00:00:00,0,62,5.4051,5.9057,5.45920508,8.229673060000001,0.3310759228704411,0.6168482724634508,-2.7162999999999995,-1.3994999999999997,17.86118046,11.3108,14.146163170000001,44.92747297589115,17.86118046,-11.3108,27.74859675,44.92747297589115
943323,310.375,1.875,0.5902000000000001,1.2159,4.560700000000001,0.035,0.201,4.8358,2010-05-11,2010-06-25 00:00:00,0,45,5.7766,5.0367999999999995,5.545355130000001,0.9719958000000001,0.26660381081851464,0.04156499441664255,-3.3448000000000007,-4.6348,22.299028960000005,10.8134,6.9684007,5.390061895868454,22.299028960000005,10.813400000000001,13.31390085,5.390061895868454
943590,310.375,2.125,0.5177,-2.9152,-3.4489,-0.0112,-3.7753,-3.2156,2010-06-04,2010-06-25 00:00:00,0,21,6.3641000000000005,6.9909,10.05423328,12.13985468,0.8452550088433993,1.1740577186217191,-0.5337000000000001,0.5597000000000003,22.0960374,13.355,19.15143217,122.05693093801975,22.0960374,-13.355,44.588837250000005,122.05693093801975
943743,310.625,2.375,0.4354,-0.5555,-4.5257000000000005,-0.0699,-1.2368,-4.4843,2010-03-30,2010-06-26 00:00:00,0,88,5.081200000000001,5.7211,2.5140263500000004,5.546182239999999,0.12274344300329229,0.2758067033873737,-3.9702000000000006,-3.2475000000000005,20.98163891,10.802300000000002,10.637185760000001,13.943248293262025,20.98163891,-10.8023,16.148623000000004,13.943248293262025
943744,310.625,2.125,0.4291,-0.2977,-4.7438,-0.0944,-1.1623,-4.639200000000001,2010-03-30,2010-06-26 00:00:00,0,88,5.0415,5.801500000000001,1.4122292600000002,5.3921421600000015,0.06275559677895358,0.25053888601483015,-4.4461,-3.4769000000000005,22.353453670000004,10.843000000000002,10.450618740000001,7.614940932431605,22.353453670000004,-10.843,13.699180000000004,7.614940932431605
943955,310.125,2.125,0.6374000000000001,-2.3404000000000003,-4.2494000000000005,0.0989,-3.1428000000000003,-3.8858,2010-06-06,2010-06-26 00:00:00,0,20,6.5898,7.028600000000001,9.945295760000002,12.212292240000002,0.5507601073092672,0.8087909825518556,-1.9090000000000003,-0.7429999999999999,23.867727640000002,13.618400000000001,19.581214320000004,121.45485823435295,23.867727640000002,-13.618400000000001,44.60692864000001,121.45485823435295
944110,310.375,2.375,0.6385000000000001,-0.5575,-4.6999,0.1298,-1.2731,-4.529100000000001,2010-04-02,2010-06-26 00:00:00,0,85,5.2574000000000005,5.802200000000001,2.6201942500000004,5.76599721,0.11861954509670418,0.28109337395950623,-4.1424,-3.2560000000000007,21.996070340000003,11.059600000000001,11.070042690000001,15.108032735158044,21.996070340000003,-11.0596,16.8946074,15.108032735158044
944175,310.125,1.875,0.5872,-1.7140000000000002,-4.6372,0.0216,-2.6227,-4.2292000000000005,2010-06-05,2010-06-26 00:00:00,0,21,6.3512,6.8519000000000005,7.948160800000001,11.091922840000002,0.36961959803329597,0.6201409249976354,-2.9231999999999996,-1.6065000000000005,24.106954040000005,13.203100000000001,18.105184440000002,88.16038631351269,24.106954040000005,-13.203100000000001,38.45091688000001,88.16038631351269
944482,310.125,2.375,0.7064,-2.0686,-4.3823,0.1904,-2.8040000000000003,-4.0709,2010-06-05,2010-06-27 00:00:00,0,22,6.4509,6.8749,9.06522578,11.4148036,0.4720352326403943,0.6887911763983395,-2.3137,-1.2668999999999997,23.64025947,13.3258,18.4274692,103.47777186835681,23.64025947,-13.3258,41.18906232,103.47777186835681
944605,310.375,2.625,0.5671,1.0644,-4.962400000000001,0.0733,0.5013000000000001,-4.8651,2010-03-30,2010-06-27 00:00:00,0,89,6.026800000000001,5.3664000000000005,5.281978560000001,2.4388746300000004,0.21449298726422697,0.10304001973237961,-3.8980000000000006,-4.3637999999999995,24.676155960000003,11.3932,8.41715112,12.882083506187938,24.676155960000003,-8.261800000000001,-15.386916750000001,12.882083506187938
945218,309.875,2.125,0.7441,-1.9293,3.0613,0.2049,-2.6338,3.4516,2010-06-02,2010-06-28 00:00:00,0,26,4.990600000000001,6.0854,5.90616609,9.090824079999999,0.6302224545127887,0.7630664039865569,-1.1320000000000001,-0.8178000000000001,15.64777342,11.076,13.443751939999999,53.69191691145144,15.64777342,1.9497999999999998,-29.719013990000004,53.69191691145144
945787,309.875,2.375,0.7902,-0.6264000000000001,3.3067,0.2667,-1.2992,3.7013,2010-06-02,2010-06-29 00:00:00,0,27,3.9331000000000005,5.0005,2.0713168800000004,4.80872896,0.18943357425832402,0.35101180666252396,-2.6803,-2.4021,13.05290759,8.9336,8.623764640000001,9.960401466192845,13.05290759,5.0824,-13.4946048,9.960401466192845
946635,309.625,2.125,0.6919000000000001,-2.1096,3.5478,0.1542,-2.6858,3.8415,2010-06-07,2010-07-01 00:00:00,0,24,5.6574,6.5273,7.48443888,10.3175007,0.5946220192795535,0.6991539763113367,-1.4382000000000001,-1.1557,19.29483738,12.1847,15.47978124,77.22070338350721,19.29483738,2.5939,-35.434649220000004,77.22070338350721
953870,310.375,1.875,0.3894,-2.6281000000000003,-3.5663,-0.1659,-3.643,-3.2913,2010-06-27,2010-07-14 00:00:00,0,17,6.1944,6.9343,9.37259303,11.9902059,0.7369262260606232,1.1068574727311395,-0.9381999999999997,0.3516999999999997,21.31193149,13.1287,18.9114309,112.37932024660489,21.31193149,-13.1287,43.00469536,112.37932024660489
955191,310.125,1.875,0.3674,-1.5542,-4.3139,-0.1981,-2.4629000000000003,-3.9058,2010-06-29,2010-07-16 00:00:00,0,17,5.8681,6.3687000000000005,6.70466338,9.619594820000001,0.3602772433297016,0.6305750422448667,-2.7597000000000005,-1.4428999999999998,20.6770698,12.236799999999999,16.084704310000003,64.49614512009171,20.6770698,-12.236799999999999,33.019356869999996,64.49614512009171
970586,310.625,1.625,0.6502,3.3366,3.5333,0.0704,2.2271,3.7744,2010-03-21,2010-08-21 00:00:00,0,153,6.8698999999999995,6.0015,11.78920878,8.40596624,0.9443296634873913,0.5900540483255617,-0.19670000000000032,-1.5473,20.76702938,12.871400000000001,14.98001243,99.0996910009916,20.76702938,12.8714,40.65785049,99.0996910009916
970865,310.375,1.625,0.5416000000000001,-0.6152000000000001,-4.8855,-0.0474,-1.7355,-4.5764000000000005,2010-04-01,2010-08-22 00:00:00,0,143,5.5007,6.3119000000000005,3.0055596000000007,7.942342200000001,0.12592365162214716,0.3792282143169303,-4.270300000000001,-2.8409000000000004,23.425681800000007,11.8126,13.670385250000002,23.871182845695127,23.425681800000007,-11.8126,22.24208833,23.871182845695127
971382,310.375,1.375,0.5063,-0.1088,-4.7761000000000005,-0.1191,-1.1303,-4.4670000000000005,2010-03-31,2010-08-23 00:00:00,0,145,4.8849,5.597300000000001,0.51963968,5.0490501000000005,0.022780092544125958,0.2530333557197224,-4.667300000000001,-3.3367000000000004,21.457815340000007,10.482200000000002,9.974225830000002,2.6236867782679685,21.457815340000007,-10.4822,11.453125210000003,2.6236867782679685
971383,310.375,1.875,0.6902,3.867,3.4504,0.1349,2.8521,3.7255,2010-07-17,2010-08-23 00:00:00,0,37,7.3174,6.5776,13.3426968,10.62549855,1.120739624391375,0.7655616695745538,0.41659999999999986,-0.8733999999999997,23.8835359,13.895,17.43338584,141.77280550148964,23.8835359,13.895,48.21558969,141.77280550148964
971528,310.625,1.875,0.4258,-0.489,-4.2347,-0.1227,-1.5183,-4.072900000000001,2010-03-30,2010-08-23 00:00:00,0,146,4.7237,5.591200000000001,2.0707683,6.183884070000001,0.11547453184405033,0.37278106508875736,-3.7457000000000003,-2.5546000000000006,17.989958330000004,10.314900000000002,10.99144501,12.805391103030983,17.989958330000004,-10.314900000000002,16.67584548,12.805391103030983
977502,310.375,2.125,0.3367,-2.7550000000000003,-2.7342,-0.1922,-3.6151,-2.5008,2010-06-29,2010-09-04 00:00:00,0,67,5.4892,6.1159,7.5327210000000004,9.04064208,1.007607344012874,1.4455774152271275,0.020800000000000374,1.1143,16.79728786,11.6051,15.14020642,68.10063444949968,16.79728786,-11.6051,33.3474735,68.10063444949968
978124,310.125,1.875,0.5583,4.0197,3.1477,-0.0073,3.111,3.5557000000000003,2010-07-18,2010-09-05 00:00:00,0,49,7.167400000000001,6.6667000000000005,12.65280969,11.061782700000002,1.2770276709978716,0.8749332058385128,0.8720000000000003,-0.4447000000000001,23.69756359,13.834100000000001,17.3678947,139.9626313352344,23.69756359,13.834100000000001,47.79993438000001,139.9626313352344
980304,310.875,1.375,0.875,3.7183,3.0354,0.2781,2.8373,3.4186,2010-03-21,2010-09-10 00:00:00,0,173,6.7537,6.2559000000000005,11.286527820000002,9.69959378,1.224978586018317,0.8299596325981395,0.6829000000000001,-0.5813000000000001,20.926751030000002,13.0096,15.749240420000001,109.47473504066897,20.926751030000002,13.0096,42.30984240000001,109.47473504066897
980305,310.875,1.625,0.7578,4.0521,2.7565,0.1889,3.0918,3.0263,2010-03-21,2010-09-10 00:00:00,0,173,6.8086,6.1181,11.16961365,9.35671434,1.4700163250498821,1.021643591183954,1.2956000000000003,0.06550000000000011,20.870278730000003,12.9267,15.600946699999998,104.51088421121474,20.870278730000003,12.9267,41.31174492,104.51088421121474
980321,310.625,1.625,0.5365,-3.2205000000000004,-1.6800000000000002,-0.0433,-4.3299,-1.439,2010-08-25,2010-09-10 00:00:00,0,16,4.900500000000001,5.7689,5.410440000000001,6.230726100000001,1.9169642857142857,3.0089645587213343,1.5405000000000002,2.8909000000000002,16.361962950000002,10.669400000000001,11.933732000000003,33.710969720484016,16.361962950000002,-10.669400000000001,23.549697600000005,33.710969720484016
980688,310.625,1.375,0.7473000000000001,3.0571,3.7454,0.1342,2.0446,4.07,2010-03-21,2010-09-11 00:00:00,0,174,6.8025,6.1146,11.45006234,8.321522,0.8162279062316442,0.5023587223587224,-0.6882999999999999,-2.0254000000000003,21.49432466,12.917100000000001,14.784944840000001,95.2819456636815,21.49432466,12.917100000000001,39.87182618,95.2819456636815
989984,310.375,2.125,0.5879,3.9765,2.7506,0.059,3.1164,2.984,2010-09-06,2010-09-29 00:00:00,0,23,6.7271,6.1004000000000005,10.9377609,9.2993376,1.4456845779102743,1.0443699731903486,1.2259000000000002,0.13240000000000007,20.600155,12.8275,15.53246984,101.71393119717985,20.600155,12.8275,40.67494434,101.71393119717985
990355,310.125,2.125,0.3629,-2.1342000000000003,-3.1239000000000003,-0.1756,-2.9366000000000003,-2.7603,2010-07-01,2010-09-30 00:00:00,0,91,5.258100000000001,5.6969,6.667027380000002,8.10589698,0.68318448093729,1.0638698692171142,-0.9897,0.17630000000000035,14.890192890000002,10.955,14.068144740000001,54.042237105119334,14.890192890000002,-10.955000000000002,29.83760136,54.042237105119334
990463,310.375,2.375,0.3898,-3.5288000000000004,-2.1878,-0.1189,-4.244400000000001,-2.017,2010-06-30,2010-09-30 00:00:00,0,92,5.716600000000001,6.2614,7.720308640000002,8.560954800000001,1.612944510467136,2.1043133366385725,1.3410000000000002,2.2274000000000007,19.390431320000005,11.978000000000002,14.831698320000003,66.09321330908949,19.390431320000005,-11.978000000000002,32.68475136000001,66.09321330908949
990505,310.125,1.875,0.6623,4.8089,1.9197,0.0967,3.9002,2.3277,2010-09-06,2010-09-30 00:00:00,0,24,6.7286,6.2279,9.231645330000001,9.07849554,2.5050268271084026,1.6755595652360697,2.8892000000000007,1.5724999999999998,23.22415747,12.956499999999998,14.62381394,83.80945095526683,23.22415747,12.9565,36.99103134,83.80945095526683
991318,310.125,2.375,0.4307,-2.7492,-2.3468,-0.0853,-3.4845,-2.0353,2010-07-02,2010-10-02 00:00:00,0,92,5.096,5.5198,6.45182256,7.09200285,1.1714675302539628,1.7120326241831674,0.4024000000000001,1.4492000000000003,14.35602944,10.6158,12.9619246,45.7563439832143,14.35602944,-10.6158,27.31669677,45.7563439832143
991874,309.375,2.875,0.7187,-0.2652,3.1942000000000004,0.1951,-0.7068,3.6782,2010-06-08,2010-10-03 00:00:00,0,117,3.4594000000000005,4.385,0.8471018400000001,2.5997517599999997,0.08302548368918664,0.1921592083084117,-2.9290000000000003,-2.9714,11.9363498,7.8444,6.20106056,2.2022544994392383,11.9363498,5.9004,-6.679972800000001,2.2022544994392383
991875,309.375,2.625,0.6909000000000001,-1.6609,3.0608,0.159,-1.9611,3.4644000000000004,2010-06-09,2010-10-03 00:00:00,0,116,4.7217,5.4255,5.08368272,6.794034840000001,0.5426359121798223,0.5660720471077242,-1.3999,-1.5033000000000003,13.86102651,10.1472,11.12783488,34.53871751518597,13.86102651,2.9032000000000004,-23.6342744,34.53871751518597
1004937,310.625,1.625,0.7768,1.4816,-4.8307,0.197,0.3722,-4.5896,2010-09-16,2010-10-20 00:00:00,0,34,6.3123000000000005,4.9618,7.15716512,1.7082491199999998,0.3067050323969611,0.08109639184242635,-3.3491,-4.2174,22.72243224,11.2741,7.869186539999999,12.226221017934694,22.72243224,-7.5665,-17.46335214,12.226221017934694
1005550,310.625,2.125,0.4002,-3.1132,-2.4078,-0.1234,-3.9779,-2.3032,2010-06-27,2010-10-21 00:00:00,0,116,5.521,6.2811,7.49596296,9.16189928,1.2929645319378686,1.7271187912469608,0.7054,1.6747,17.92964324,11.8021,14.994387620000001,68.67725764613067,17.92964324,-11.8021,33.4061721,68.67725764613067
1005606,310.375,1.375,0.505,-2.6046,-2.5177,-0.1204,-3.6261,-2.2086,2010-08-25,2010-10-21 00:00:00,0,57,5.1223,5.8347,6.55760142,8.00860446,1.0345156293442428,1.641809290953545,0.08689999999999998,1.4175,15.00513228,10.957,13.94263197,52.51723597911433,15.00513228,-10.957,29.448157410000004,52.51723597911433
1005607,310.375,1.625,0.5923,-3.2943,-2.0794,0.0032,-4.4146,-1.7704000000000002,2010-08-25,2010-10-21 00:00:00,0,57,5.3736999999999995,6.1850000000000005,6.85016742,7.815607840000001,1.5842550735789167,2.4935607772254857,1.2148999999999996,2.6441999999999997,18.224386539999998,11.5587,14.244419240000001,53.53822219306458,18.224386539999998,-11.5587,29.67772322,53.53822219306458
1005944,310.625,1.875,0.6503,-3.3593,-2.4214,0.1018,-4.3885000000000005,-2.2596000000000003,2010-08-24,2010-10-21 00:00:00,0,58,5.7807,6.648100000000001,8.134209020000002,9.916254600000002,1.387337903692079,1.9421579040538148,0.9379,2.1289000000000002,20.213683490000005,12.428800000000003,16.2452139,80.66088761193652,20.213683490000005,-12.4288,36.26745180000001,80.66088761193652
1006538,310.625,2.375,0.3878,-3.6555,-0.5044000000000001,-0.1174,-4.3368,-0.4631,2010-06-29,2010-10-22 00:00:00,0,115,4.1599,4.7999,1.8438342000000003,2.00837208,7.247224425059476,9.364716044050962,3.1511,3.8737000000000004,16.08676004,8.9598,6.30608192,3.703105127429137,16.08676004,-8.959800000000001,7.73255025,3.703105127429137
1006588,310.375,1.875,0.7134,-3.7327,-1.3584,0.1581,-4.7475000000000005,-1.0833000000000002,2010-08-24,2010-10-22 00:00:00,0,59,5.0911,5.830800000000001,5.07049968,5.142966750000001,2.7478651354534747,4.3824425366934365,2.3743,3.6642,19.192547970000003,10.9219,11.265004000000001,26.077411260125647,19.192547970000003,-10.921899999999999,20.70610434,26.077411260125647
1006856,310.875,1.875,0.5839,-0.3983,-4.7679,0.0413,-1.3134,-4.6258,2009-04-06,2010-10-22 00:00:00,0,564,5.1662,5.9392,1.8990545699999999,6.075525719999999,0.08353782587722057,0.28392926628907433,-4.3696,-3.3124000000000002,22.578479039999998,11.1054,11.28625986,11.537754883718536,22.578479039999998,-11.1054,16.07919629,11.537754883718536
1007879,310.625,1.375,0.8429000000000001,0.4209,-5.171200000000001,0.2298,-0.5916,-4.8466000000000005,2010-09-14,2010-10-23 00:00:00,0,39,5.5921,5.4382,2.1765580800000004,2.86724856,0.08139310024752475,0.1220649527503817,-4.750300000000001,-4.255000000000001,25.311742360000007,10.188500000000001,8.326781920000002,6.240733020636366,24.813733480000007,-10.188500000000001,1.7100384600000005,-6.240733020636366
1008185,310.375,2.125,0.5146000000000001,-0.6765,-4.1748,-0.0143,-1.5366,-3.9414,2010-10-05,2010-10-23 00:00:00,0,18,4.8513,5.478,2.8242522,6.056355239999999,0.1620436907157229,0.3898614705434617,-3.4983000000000004,-2.4048,17.494066619999998,10.3293,11.03289768,17.104674610551523,17.494066619999998,-10.3293,17.961962219999997,17.104674610551523
