,longitude,latitude,adt,ugos,vgos,sla,ugosa,vgosa,Born,Dead,Errcount,Longevity,radius,radius_glob
610127,310.375,2.125,0.5496,0.8167000000000001,4.205,0.0207,-0.0434,4.438400000000001,2008-04-25,2008-07-30 00:00:00,0,96,5.0217,4.481800000000001
610534,310.125,2.125,0.4245,1.0049,4.331300000000001,-0.1139,0.2024,4.6949000000000005,2008-04-25,2008-07-31 00:00:00,0,97,5.336200000000001,4.8973
610696,310.375,2.875,0.4092,-1.9913,4.148000000000001,-0.0762,-2.3676,4.1907000000000005,2008-04-16,2008-07-31 00:00:00,0,106,6.1393,6.558300000000001
610759,310.125,1.875,0.4254,2.0061,4.3209,-0.1402,1.0974000000000002,4.7289,2008-04-24,2008-07-31 00:00:00,0,98,6.327,5.826300000000001
610836,309.875,2.875,0.1614,-3.1773,-0.0761,-0.3363,-3.6635,0.3095,2007-12-28,2008-07-31 00:00:00,0,216,3.2533999999999996,3.973
610837,309.875,2.625,0.3102,-3.9124,1.074,-0.1975,-4.5215000000000005,1.4901,2008-04-22,2008-07-31 00:00:00,0,100,4.9864,6.0116000000000005
610917,310.375,1.875,0.61,-1.9211,-4.0185,0.0547,-2.936,-3.7434,2008-07-12,2008-08-01 00:00:00,0,20,5.9396,6.679399999999999
611232,309.875,3.125,0.2417,-3.402,-0.2365,-0.2343,-3.7634,0.051,2007-12-28,2008-08-01 00:00:00,0,217,3.6385,3.8144
611313,309.625,2.875,0.1197,-3.6165,-3.1046,-0.3905,-4.109,-2.5898000000000003,2007-12-27,2008-08-01 00:00:00,0,218,6.7211,6.6988
611687,309.375,2.875,0.734,0.7551,4.2541,0.2105,0.3135,4.7381,2006-04-22,2008-08-02 00:00:00,0,833,5.0092,5.0516000000000005
611690,310.125,3.125,0.5346000000000001,2.5948,-4.1107000000000005,0.0643,2.3209,-3.9917,2008-01-28,2008-08-02 00:00:00,0,187,6.705500000000001,6.3126
611884,309.625,3.125,0.6485000000000001,3.2402,-4.3761,0.1618,2.7912000000000003,-3.9403,2007-02-11,2008-08-02 00:00:00,0,538,7.616300000000001,6.7315000000000005
612103,309.375,3.125,0.6425000000000001,1.5003,4.2362,0.1411,0.9922,4.6852,2006-04-21,2008-08-02 00:00:00,0,834,5.7365,5.6774000000000004
612105,309.875,2.125,0.4741,-1.3201,2.7839,-0.0652,-2.0246,3.1743,2007-12-08,2008-08-02 00:00:00,0,238,4.104,5.1989
612106,309.875,2.375,0.4679,-0.5812,2.76,-0.0555,-1.2541,3.1546000000000003,2007-12-09,2008-08-02 00:00:00,0,237,3.3411999999999997,4.4087000000000005
612880,309.125,3.125,0.4745,-4.2617,-0.929,-0.0392,-4.7739,-0.6389,2006-10-12,2008-08-03 00:00:00,0,661,5.1907000000000005,5.412800000000001
613055,310.875,2.125,0.6839000000000001,0.7236,4.8433,0.1629,-0.0526,4.8916,2008-04-16,2008-08-04 00:00:00,0,110,5.5669,4.9442
613092,310.875,1.875,0.7026,0.7038,4.7483,0.1601,-0.2113,4.8904000000000005,2008-04-16,2008-08-04 00:00:00,0,110,5.452100000000001,5.1017
613476,286.375,67.125,-0.0669,-0.1607,0.665,-0.2111,-0.0637,-0.134,2008-07-29,2008-08-05 00:00:00,0,7,0.8257000000000001,0.19770000000000001
613546,309.625,0.375,0.6254000000000001,-0.5847,0.6179,-0.0748,-0.626,0.5283,2008-07-30,2008-08-05 00:00:00,0,6,1.2026,1.1543
613547,309.625,0.125,0.6152000000000001,-0.4669,-0.1339,-0.0842,-0.4745,-0.2319,2008-07-30,2008-08-05 00:00:00,0,6,0.6008,0.7063999999999999
613927,286.875,67.125,-0.0558,-0.3064,-0.8479,-0.2786,-0.005,-0.009,2008-07-29,2008-08-05 00:00:00,0,7,1.1543,0.013999999999999999
613940,309.625,2.625,0.0453,-0.7204,-5.3345,-0.4749,-1.2055,-4.8406,2007-12-26,2008-08-05 00:00:00,0,223,6.0549,6.0461
613941,309.625,2.125,0.1295,-0.0659,-4.7958,-0.4082,-0.6421,-4.5022,2008-04-18,2008-08-05 00:00:00,0,109,4.8617,5.1443
613977,286.875,66.875,-0.1744,-0.2519,-0.3747,-0.2769,0.013,-0.0094,2008-07-29,2008-08-05 00:00:00,0,7,0.6266,0.0224
615033,309.625,2.375,0.2521,1.729,-3.1144000000000003,-0.2792,1.214,-2.7319,2007-12-29,2008-08-07 00:00:00,0,222,4.843400000000001,3.9459
616561,310.375,0.625,0.67,0.3833,0.8245,-0.0233,0.259,0.8012,2006-11-06,2008-08-10 00:00:00,0,643,1.2078,1.0602
617981,351.375,79.375,-0.2152,-0.0637,0.5407000000000001,0.1135,-0.004,-0.0484,2008-08-07,2008-08-12 00:00:00,0,5,0.6044,0.0524
620953,309.625,2.375,-0.0207,1.7229,3.2486,-0.5519000000000001,1.2078,3.6312,2008-08-09,2008-08-18 00:00:00,0,9,4.971500000000001,4.839
620957,310.375,2.375,0.6308,1.8642,4.3357,0.1221,1.1486,4.5065,2008-08-06,2008-08-18 00:00:00,0,12,6.1999,5.6551
620958,310.375,2.125,0.6541,1.7572,4.3775,0.1252,0.8971,4.6108,2008-08-05,2008-08-18 00:00:00,0,13,6.1347000000000005,5.5079
621301,309.625,2.625,0.0379,-1.7336,3.6349,-0.4822,-2.2186,4.1288,2008-08-10,2008-08-19 00:00:00,0,9,5.3685,6.3474
621302,309.625,2.125,0.1864,4.2503,2.1353,-0.3513,3.6742,2.4289,2008-08-11,2008-08-19 00:00:00,0,8,6.3856,6.1030999999999995
621307,310.375,2.625,0.5698,1.1314,4.4804,0.076,0.5682,4.5777,2008-08-05,2008-08-19 00:00:00,0,14,5.611800000000001,5.1459
621477,309.375,2.625,0.2977,0.9845,-4.872,-0.2343,0.6843,-4.4684,2007-12-28,2008-08-20 00:00:00,0,236,5.8565,5.1527
621574,309.625,2.875,0.1571,-3.532,2.3153,-0.3531,-4.0246,2.8301000000000003,2008-08-11,2008-08-20 00:00:00,0,9,5.847300000000001,6.854700000000001
621738,351.375,79.375,-0.1993,-0.0136,0.6079,0.1294,0.0461,0.0188,2008-08-17,2008-08-21 00:00:00,0,4,0.6214999999999999,0.0649
621810,310.125,2.875,0.4001,-1.4909,4.3631,-0.0891,-1.9271,4.5666,2008-08-09,2008-08-21 00:00:00,0,12,5.854,6.4937000000000005
621824,310.375,2.875,0.4652,-1.5998,4.5218,-0.0202,-1.9761,4.5644,2008-08-01,2008-08-21 00:00:00,0,20,6.1216,6.5405
621896,310.375,1.875,0.5046,3.1006,4.152,-0.0507,2.0857,4.4271,2008-08-02,2008-08-22 00:00:00,0,20,7.2526,6.5128
621989,309.375,2.875,0.0155,-4.375500000000001,0.0863,-0.5081,-4.8171,0.5704,2008-08-08,2008-08-22 00:00:00,0,14,4.4618,5.3875
622008,310.125,2.625,0.3501,0.188,4.3524,-0.1484,-0.4425,4.611000000000001,2008-08-11,2008-08-22 00:00:00,0,11,4.5404,5.0535000000000005
622010,310.125,2.375,0.2846,0.9709,2.9121,-0.2314,0.2355,3.2236,2008-08-12,2008-08-22 00:00:00,0,10,3.883,3.4591
622364,310.125,2.125,0.4377,2.1964,3.8328,-0.1008,1.394,4.196400000000001,2008-08-11,2008-08-23 00:00:00,0,12,6.0292,5.590400000000001
622862,310.125,1.875,0.5167,2.8653,3.8626,-0.0488,1.9566,4.2706,2008-08-09,2008-08-24 00:00:00,0,15,6.7279,6.2272
623098,284.875,67.375,0.3708,0.4681,-0.1608,0.3177,0.461,-0.2445,2008-08-18,2008-08-25 00:00:00,0,7,0.6289,0.7055
623145,285.125,67.375,0.3325,0.326,-0.4533,0.2592,0.325,-0.4865,2008-08-18,2008-08-25 00:00:00,0,7,0.7793,0.8115
623656,286.375,67.125,0.0289,-0.1532,0.4847,-0.1153,-0.0562,-0.3144,2008-08-12,2008-08-27 00:00:00,0,15,0.6379,0.37060000000000004
623864,286.875,67.125,0.0603,-0.2992,-0.7619,-0.1625,0.0022,0.077,2008-08-12,2008-08-27 00:00:00,0,15,1.0611000000000002,0.07919999999999999
624461,285.625,66.625,0.0324,-0.2121,-0.6615,0.0102,-0.1586,-0.6544,2008-08-14,2008-08-29 00:00:00,0,15,0.8735999999999999,0.813
625779,351.375,79.375,-0.1993,-0.0162,0.6496000000000001,0.1295,0.0435,0.0606,2008-08-22,2008-09-01 00:00:00,0,10,0.6658000000000001,0.1041
625976,351.625,79.125,-0.1582,-0.0519,0.5776,0.1064,-0.0093,-0.0258,2008-08-07,2008-09-01 00:00:00,0,25,0.6295,0.0351
626005,351.375,78.625,-0.2558,0.0989,0.5348,0.1018,0.0131,-0.0176,2008-08-07,2008-09-01 00:00:00,0,25,0.6337,0.0307
626006,351.375,78.875,-0.2442,-0.0748,0.5543,0.1023,-0.0133,-0.01,2008-08-07,2008-09-01 00:00:00,0,25,0.6291,0.0233
626029,315.375,-2.375,0.5419,-0.7125,1.4223,0.0086,-0.7017,1.2428,2008-08-27,2008-09-01 00:00:00,0,5,2.1348,1.9445
626159,315.625,-2.625,0.5383,-1.2905,0.9642,0.0046,-1.2549,0.8236,2008-08-27,2008-09-01 00:00:00,0,5,2.2546999999999997,2.0785
626182,351.625,78.875,-0.1723,-0.0334,0.5915,0.102,-0.008,0.0007,2008-08-07,2008-09-01 00:00:00,0,25,0.6249,0.0087
626184,351.625,78.625,-0.1844,-0.0274,0.5795,0.1012,0.0065,0.0049,2008-08-08,2008-09-01 00:00:00,0,24,0.6069,0.0114
627131,351.375,79.375,-0.2094,0.0351,0.7233,0.1193,0.0948,0.1343,2008-09-03,2008-09-04 00:00:00,0,1,0.7584000000000001,0.2291
631663,279.375,69.625,0.0161,-0.4432,-0.326,-0.0403,-0.2784,-0.199,2008-09-12,2008-09-15 00:00:00,0,3,0.7692,0.4774
631712,279.125,69.625,0.0534,-0.4169,-0.2851,-0.0046,-0.2457,-0.295,2008-09-12,2008-09-15 00:00:00,0,3,0.702,0.5407
631813,278.625,69.375,-0.014,-0.0995,-0.5235000000000001,0.0557,0.0801,-0.4756,2008-09-12,2008-09-15 00:00:00,0,3,0.6230000000000001,0.5557000000000001
632352,280.125,69.375,0.0661,0.1192,0.5745,0.0822,0.1286,0.5153,2008-09-11,2008-09-17 00:00:00,0,6,0.6937,0.6438999999999999
632354,310.375,1.375,0.4993,5.9829,-0.3264,-0.1261,4.9614,-0.0172,2008-06-15,2008-09-17 00:00:00,0,94,6.3093,4.9786
632355,310.375,1.625,0.5527000000000001,-1.8627,-4.183,-0.0363,-2.983,-3.874,2008-07-12,2008-09-17 00:00:00,0,67,6.0457,6.857
632438,279.625,69.375,-0.1243,-0.0234,0.6655,-0.087,0.0405,0.5658000000000001,2008-09-11,2008-09-17 00:00:00,0,6,0.6889,0.6063000000000001
632538,279.875,69.375,-0.0302,0.0678,0.7112,-0.0037,0.1054,0.6598,2008-09-11,2008-09-17 00:00:00,0,6,0.779,0.7652000000000001
632715,310.625,2.125,0.6188,0.7646000000000001,3.8642,0.0953,-0.1,3.9688,2008-04-23,2008-09-18 00:00:00,0,148,4.6288,4.0687999999999995
632747,310.375,1.875,0.7545000000000001,1.7621,4.4702,0.1992,0.7473000000000001,4.7453,2008-08-27,2008-09-18 00:00:00,0,22,6.2323,5.4926
632909,310.625,1.875,0.4912,-2.2941000000000003,-3.6943,-0.0572,-3.3234000000000004,-3.5325,2008-07-11,2008-09-18 00:00:00,0,69,5.9884,6.8559
633023,310.375,2.125,0.7332000000000001,2.2755,4.551200000000001,0.2043,1.4154,4.7845,2008-08-28,2008-09-18 00:00:00,0,21,6.826700000000001,6.1999
633413,310.375,2.375,0.6718000000000001,2.0894,4.5408,0.163,1.3738,4.7116,2008-08-28,2008-09-19 00:00:00,0,22,6.6302,6.0854
633477,310.125,1.875,0.676,1.7252,4.3848,0.1104,0.8165,4.792800000000001,2008-08-29,2008-09-19 00:00:00,0,21,6.11,5.609300000000001
634011,286.625,67.375,0.8024,-0.4738,0.8433,0.3571,0.2453,0.1112,2008-09-17,2008-09-21 00:00:00,0,4,1.3171,0.3565
634013,286.625,67.625,0.969,0.4141,1.4346,0.2399,0.302,0.4584,2008-09-17,2008-09-21 00:00:00,0,4,1.8487,0.7604
634068,287.125,67.375,0.5004000000000001,-0.3477,-0.9257,0.2855,0.053,-0.3449,2008-09-17,2008-09-21 00:00:00,0,4,1.2734,0.3979
634072,287.125,67.625,0.6049,0.1489,-1.6002,0.2525,0.0904,-0.1214,2008-09-17,2008-09-21 00:00:00,0,4,1.7491,0.2118
634073,287.125,67.875,0.3755,0.5467000000000001,-0.7085,0.2164,0.0629,0.0415,2008-09-17,2008-09-21 00:00:00,0,4,1.2552,0.10439999999999999
634111,286.875,67.625,0.8614,0.2548,-1.5511,0.2704,0.1975,0.0128,2008-09-17,2008-09-21 00:00:00,0,4,1.8058999999999998,0.21030000000000001
634112,286.875,67.875,0.4809,0.8457,-0.401,0.2067,0.1002,0.1955,2008-09-17,2008-09-21 00:00:00,0,4,1.2467000000000001,0.2957
634113,286.875,67.375,0.6777000000000001,-0.5198,-1.4146,0.3403,0.1377,-0.285,2008-09-17,2008-09-21 00:00:00,0,4,1.9344000000000001,0.42269999999999996
634134,286.625,68.125,0.2408,0.374,-0.4617,0.1619,-0.0285,0.2833,2008-09-17,2008-09-21 00:00:00,0,4,0.8357,0.3118
635105,286.375,67.375,0.4956,-0.0647,1.3658,0.311,0.263,0.3948,2008-09-17,2008-09-25 00:00:00,0,8,1.4304999999999999,0.6577999999999999
635177,285.375,68.125,0.029,0.0573,0.9797,-0.0132,-0.0183,0.3035,2008-09-24,2008-09-25 00:00:00,0,1,1.037,0.3218
635313,285.375,67.625,0.0811,0.1469,0.9558,-0.0023,0.1163,0.096,2008-09-24,2008-09-25 00:00:00,0,1,1.1027,0.2123
635315,286.125,67.375,0.4031,-0.0668,0.5867,0.2414,0.2074,0.4343,2008-09-17,2008-09-25 00:00:00,0,8,0.6535,0.6417
635979,285.375,67.375,0.134,0.1084,0.5785,0.0532,0.1264,0.3253,2008-09-24,2008-09-27 00:00:00,0,3,0.6869000000000001,0.4517
636599,285.375,67.375,0.1864,0.2395,0.5768,0.1056,0.2575,0.3236,2008-09-28,2008-09-29 00:00:00,0,1,0.8163,0.5811
636718,286.375,67.125,0.4431,-0.1707,0.9944,0.2989,-0.0736,0.1953,2008-09-15,2008-09-30 00:00:00,0,15,1.1651,0.26890000000000003
636747,280.125,69.625,0.0132,-0.2282,-0.4331,-0.007,-0.1531,-0.371,2008-09-29,2008-09-30 00:00:00,0,1,0.6613,0.5241
636748,310.375,1.375,0.9896,3.1988000000000003,3.5662000000000003,0.3643,2.1772,3.8753,2008-09-20,2008-09-30 00:00:00,0,10,6.765000000000001,6.0525
636767,287.125,67.125,0.4043,-0.2724,-0.6667000000000001,0.272,-0.0553,-0.2295,2008-09-15,2008-09-30 00:00:00,0,15,0.9391,0.2848
636771,286.375,66.875,0.3274,-0.3274,0.4613,0.2424,-0.1511,0.1278,2008-09-15,2008-09-30 00:00:00,0,15,0.7887,0.27890000000000004
636857,278.875,69.375,0.0392,-0.4385,-0.5723,0.1036,-0.271,-0.6315000000000001,2008-09-26,2008-09-30 00:00:00,0,4,1.0108000000000001,0.9025000000000001
636858,278.875,69.625,0.2183,-0.1626,-0.4399,0.161,0.0205,-0.4438,2008-09-26,2008-09-30 00:00:00,0,4,0.6025,0.4643
636873,279.625,69.375,0.0392,-0.2093,-0.617,0.0764,-0.1454,-0.7167,2008-09-29,2008-09-30 00:00:00,0,1,0.8263,0.8621
636874,279.625,69.625,0.1587,-0.138,-0.7149,0.1345,-0.0391,-0.5780000000000001,2008-09-29,2008-09-30 00:00:00,0,1,0.8529,0.6171000000000001
636892,286.625,67.125,0.6428,-0.4443,0.3716,0.3197,-0.091,0.0275,2008-09-15,2008-09-30 00:00:00,0,15,0.8159,0.1185
637038,279.375,69.625,0.2674,-0.1187,-0.606,0.211,0.046,-0.4789,2008-09-29,2008-09-30 00:00:00,0,1,0.7247,0.5249
637044,279.875,69.375,-0.0433,-0.1717,-0.5769000000000001,-0.0169,-0.134,-0.6283000000000001,2008-09-29,2008-09-30 00:00:00,0,1,0.7486,0.7623000000000001
637045,279.875,69.625,0.0736,-0.1923,-0.5805,0.0553,-0.1064,-0.525,2008-09-29,2008-09-30 00:00:00,0,1,0.7728,0.6314
637113,286.875,67.125,0.5298,-0.3843,-1.0001,0.307,-0.0829,-0.1612,2008-09-15,2008-09-30 00:00:00,0,15,1.3843999999999999,0.2441
637121,278.375,69.375,0.0695,-0.4732,-0.6552,0.1382,-0.2859,-0.6017,2008-09-24,2008-09-30 00:00:00,0,6,1.1284,0.8876
637141,279.125,69.375,-0.0375,-0.4633,-0.5184,0.0204,-0.3085,-0.545,2008-09-26,2008-09-30 00:00:00,0,4,0.9817,0.8535
637171,286.875,66.875,0.352,-0.4141,-0.4488,0.2494,-0.1492,-0.0835,2008-09-15,2008-09-30 00:00:00,0,15,0.8629,0.23270000000000002
637276,278.625,69.375,0.116,-0.4419,-0.601,0.1856,-0.2623,-0.5532,2008-09-26,2008-09-30 00:00:00,0,4,1.0429,0.8155
637277,278.625,69.625,0.283,-0.1049,-0.5338,0.2242,0.088,-0.4673,2008-09-26,2008-09-30 00:00:00,0,4,0.6387,0.5553
637326,279.375,69.375,-0.1054,-0.5155000000000001,-0.5811000000000001,-0.053,-0.3675,-0.6739,2008-09-26,2008-09-30 00:00:00,0,4,1.0966,1.0414
637638,282.625,69.375,0.0724,-0.4154,0.4573,-0.0901,0.0399,0.103,2008-09-27,2008-10-01 00:00:00,0,4,0.8727,0.1429
638250,285.625,66.375,-0.0023,-0.0727,0.6742,-0.022,-0.0447,0.6243000000000001,2008-09-01,2008-10-02 00:00:00,0,31,0.7469,0.669
638251,285.625,66.625,0.0509,-0.2094,0.5066,0.0287,-0.1558,0.5136000000000001,2008-09-01,2008-10-02 00:00:00,0,31,0.7160000000000001,0.6694
638252,285.625,66.875,0.1404,-0.2574,0.3485,0.0733,-0.1016,0.2526,2008-09-01,2008-10-02 00:00:00,0,31,0.6059,0.35419999999999996
638284,163.625,62.125,0.1031,-0.0501,-0.5711,-0.2055,-0.1081,-0.8058000000000001,2008-09-16,2008-10-02 00:00:00,0,16,0.6212000000000001,0.9139
638306,163.375,61.875,0.251,0.0518,-0.6982,0.0075,0.0745,-0.9775,2008-09-16,2008-10-02 00:00:00,0,16,0.75,1.052
638500,163.625,61.625,0.1857,0.2474,-0.4823,-0.1034,0.3965,-0.7018,2008-09-16,2008-10-02 00:00:00,0,16,0.7297,1.0983
638501,163.625,61.875,0.1012,0.1291,-0.8268000000000001,-0.2166,0.1479,-1.1137,2008-09-16,2008-10-02 00:00:00,0,16,0.9559000000000001,1.2615999999999998
638575,285.375,67.375,0.1928,0.2509,0.5102,0.112,0.2689,0.257,2008-09-30,2008-10-02 00:00:00,0,2,0.7611,0.5259
638614,285.375,66.625,-0.0261,-0.3235,0.3507,-0.0472,-0.2723,0.325,2008-09-01,2008-10-02 00:00:00,0,31,0.6742,0.5972999999999999
639417,351.625,79.125,-0.1343,-0.0596,0.6051000000000001,0.1303,-0.017,0.0016,2008-09-03,2008-10-04 00:00:00,0,31,0.6647000000000001,0.018600000000000002
639435,351.375,78.625,-0.229,0.1362,0.5660000000000001,0.1287,0.0504,0.0136,2008-09-03,2008-10-04 00:00:00,0,31,0.7022,0.064
639436,351.375,78.875,-0.2279,-0.0752,0.5815,0.1186,-0.0136,0.0172,2008-09-03,2008-10-04 00:00:00,0,31,0.6567000000000001,0.0308
639560,351.625,78.625,-0.155,0.0116,0.6011000000000001,0.1306,0.0455,0.0265,2008-09-03,2008-10-04 00:00:00,0,31,0.6127,0.072
639561,351.625,78.875,-0.1533,-0.0284,0.6241,0.121,-0.0029,0.0332,2008-09-03,2008-10-04 00:00:00,0,31,0.6525,0.0361
640420,315.375,-2.375,0.7396,0.9073,-1.3798,0.2064,0.918,-1.5593,2008-10-01,2008-10-06 00:00:00,0,5,2.2870999999999997,2.4773
640526,285.375,66.375,0.1076,0.3446,0.6546000000000001,0.1029,0.3908,0.5839,2008-10-05,2008-10-06 00:00:00,0,1,0.9992000000000001,0.9746999999999999
640527,315.625,-2.625,0.7332000000000001,1.6484,-0.3424,0.1995,1.6840000000000002,-0.4829,2008-10-01,2008-10-06 00:00:00,0,5,1.9908000000000001,2.1669
641154,310.625,2.125,0.7713,2.9713000000000003,4.2384,0.2477,2.1067,4.343,2008-09-19,2008-10-08 00:00:00,0,19,7.209700000000001,6.4497
641390,310.625,1.625,0.4018,-2.3666,-3.3428,-0.178,-3.476,-3.1017,2008-07-10,2008-10-08 00:00:00,0,90,5.7094000000000005,6.5777
641391,310.625,1.875,0.8555,3.7463,3.3366,0.3071,2.717,3.4984,2008-09-19,2008-10-08 00:00:00,0,19,7.0829,6.215400000000001
642098,309.625,2.125,0.3184,2.6545,-4.798500000000001,-0.2193,2.0783,-4.5049,2008-08-24,2008-10-09 00:00:00,0,46,7.453000000000001,6.5832
642322,310.375,1.625,0.8420000000000001,3.3912,3.4728000000000003,0.253,2.2709,3.7818,2008-09-21,2008-10-10 00:00:00,0,19,6.864000000000001,6.0527
642323,310.375,1.875,0.7368,3.5659,3.7412,0.1816,2.551,4.0163,2008-09-21,2008-10-10 00:00:00,0,19,7.3071,6.5673
642622,309.625,2.375,0.272,1.1836,-5.1285,-0.2593,0.6685,-4.746,2008-08-24,2008-10-10 00:00:00,0,47,6.3121,5.4145
645991,285.625,66.375,0.1534,0.4453,1.5113,0.1337,0.4733,1.4613,2008-10-07,2008-10-15 00:00:00,0,8,1.9566000000000001,1.9346
645992,285.625,66.625,-0.03,0.2893,1.3913,-0.0521,0.3428,1.3984,2008-10-07,2008-10-15 00:00:00,0,8,1.6806,1.7412
646230,285.875,66.625,0.109,0.2226,0.5204,0.0784,0.2924,0.5139,2008-10-07,2008-10-15 00:00:00,0,8,0.743,0.8063
646561,285.375,67.375,0.1174,-0.0523,0.5790000000000001,0.0366,-0.0344,0.3258,2008-10-12,2008-10-15 00:00:00,0,3,0.6313000000000001,0.36019999999999996
647661,309.625,0.125,0.7465,0.1082,0.7095,0.0471,0.1006,0.6115,2008-10-08,2008-10-16 00:00:00,0,8,0.8177,0.7121000000000001
647783,309.125,-0.125,0.752,0.0973,0.8180000000000001,0.0499,0.0948,0.6277,2008-10-08,2008-10-16 00:00:00,0,8,0.9153,0.7225
647861,309.375,-0.125,0.7524000000000001,0.0964,0.7611,0.0503,0.0942,0.6034,2008-10-08,2008-10-16 00:00:00,0,8,0.8575,0.6976
647862,309.375,0.125,0.7487,0.0957,0.7103,0.0476,0.0933,0.5836,2008-10-08,2008-10-16 00:00:00,0,8,0.806,0.6769000000000001
657112,309.625,0.125,0.6981,0.4492,0.3926,-0.0013,0.4416,0.2946,2008-10-23,2008-10-24 00:00:00,0,1,0.8418,0.7362
657274,309.125,-0.125,0.7208,0.4625,0.5746,0.0187,0.4601,0.3843,2008-10-23,2008-10-24 00:00:00,0,1,1.0371000000000001,0.8444
657364,309.375,-0.125,0.7197,0.4589,0.5404,0.0176,0.4567,0.3826,2008-10-23,2008-10-24 00:00:00,0,1,0.9993,0.8392999999999999
657365,309.375,0.125,0.7163,0.4418,0.4002,0.0152,0.4393,0.2735,2008-10-23,2008-10-24 00:00:00,0,1,0.8420000000000001,0.7128000000000001
657904,315.875,-2.375,0.5452,-0.4043,0.365,0.0168,-0.3613,0.25,2008-08-20,2008-10-25 00:00:00,0,66,0.7693,0.6113
658689,315.625,-2.375,0.5576,-0.4116,0.4351,0.0259,-0.3536,0.2785,2008-08-20,2008-10-25 00:00:00,0,66,0.8467,0.6321000000000001
665334,310.875,1.625,0.6136,1.8772,4.2835,0.0447,0.917,4.5533,2007-07-21,2008-11-01 00:00:00,0,469,6.1607,5.4703
665985,309.625,0.375,0.6626000000000001,0.1166,-0.7382000000000001,-0.0376,0.0753,-0.8278000000000001,2008-11-01,2008-11-02 00:00:00,0,1,0.8548000000000001,0.9031000000000001
665986,309.625,0.125,0.6711,0.1913,-0.4115,-0.0284,0.1837,-0.5095000000000001,2008-11-01,2008-11-02 00:00:00,0,1,0.6028,0.6932
669112,309.625,0.125,0.6688000000000001,0.1593,-0.4951,-0.0306,0.1517,-0.5930000000000001,2008-11-03,2008-11-06 00:00:00,0,3,0.6544,0.7447000000000001
669113,309.625,0.375,0.6612,0.058,-0.8346,-0.0389,0.0167,-0.9243,2008-11-03,2008-11-06 00:00:00,0,3,0.8926000000000001,0.9410000000000001
670225,285.375,66.125,0.1047,0.4871,0.6215,0.1109,0.5232,0.5772,2008-10-07,2008-11-07 00:00:00,0,31,1.1086,1.1004
670226,285.375,66.375,-0.1292,0.5650000000000001,1.4958,-0.1339,0.6111,1.425,2008-10-07,2008-11-07 00:00:00,0,31,2.0608,2.0361000000000002
670601,283.625,66.625,-0.0474,-0.2509,0.3662,0.0124,-0.2065,0.2927,2008-07-30,2008-11-08 00:00:00,0,101,0.6171,0.4992
672053,315.625,-2.625,0.6505000000000001,0.3271,-0.2738,0.1168,0.3627,-0.4143,2008-11-05,2008-11-10 00:00:00,0,5,0.6009,0.777
673689,309.875,2.125,0.2651,3.2242,2.3825000000000003,-0.2741,2.5197000000000003,2.7729,2008-08-12,2008-11-14 00:00:00,0,94,5.6067,5.2926
674078,310.125,1.875,0.6326,3.026,2.8567,0.067,2.1173,3.2647,2008-09-22,2008-11-15 00:00:00,0,54,5.8827,5.382
674315,310.875,1.625,0.5254,-2.8759,-3.3814,-0.0435,-3.8361,-3.1116,2008-11-03,2008-11-16 00:00:00,0,13,6.257300000000001,6.9477
674339,310.125,2.125,0.6505000000000001,1.7082000000000002,4.0192000000000005,0.112,0.9058,4.3828000000000005,2008-08-30,2008-11-16 00:00:00,0,78,5.727400000000001,5.288600000000001
674465,309.625,2.125,0.5232,-1.2228,-4.915900000000001,-0.0145,-1.7990000000000002,-4.6223,2008-10-11,2008-11-16 00:00:00,0,36,6.138700000000001,6.4213000000000005
674599,309.875,2.375,0.1957,1.4539,3.0325,-0.3278,0.7811,3.4271000000000003,2008-08-12,2008-11-16 00:00:00,0,96,4.4864,4.208200000000001
674776,310.875,1.875,0.5022,0.0276,-4.3369,-0.0404,-0.8875000000000001,-4.1948,2008-08-07,2008-11-17 00:00:00,0,102,4.3645,5.0823
674912,309.625,2.375,0.5736,-1.7822,-4.612,0.0424,-2.2973,-4.2294,2008-10-13,2008-11-17 00:00:00,0,35,6.3942,6.5267
676860,309.625,0.125,0.6011000000000001,-0.2741,-0.48,-0.0983,-0.2817,-0.5779000000000001,2008-11-21,2008-11-22 00:00:00,0,1,0.7541,0.8596000000000001
676861,309.625,0.375,0.6123000000000001,-0.4613,-0.5965,-0.0878,-0.5026,-0.6862,2008-11-21,2008-11-22 00:00:00,0,1,1.0578,1.1888
677028,309.125,-0.125,0.6023000000000001,-0.2754,-0.3716,-0.0999,-0.2779,-0.562,2008-11-21,2008-11-22 00:00:00,0,1,0.647,0.8399000000000001
677139,309.375,-0.125,0.6047,-0.2807,-0.4402,-0.0975,-0.2828,-0.5979,2008-11-21,2008-11-22 00:00:00,0,1,0.7209,0.8807
677140,309.375,0.125,0.6001000000000001,-0.2752,-0.4826,-0.101,-0.2776,-0.6093000000000001,2008-11-21,2008-11-22 00:00:00,0,1,0.7578,0.8869
677814,163.375,61.375,0.0978,0.147,-0.4693,-0.1268,0.1516,-0.4749,2008-06-26,2008-11-24 00:00:00,0,151,0.6163,0.6265000000000001
678601,310.625,2.375,0.4715,-2.3412,3.6407,-0.0338,-3.0225,3.682,2008-07-31,2008-11-27 00:00:00,0,119,5.9818999999999996,6.7044999999999995
