,longitude,latitude,adt,ugos,vgos,sla,ugosa,vgosa,Born,Dead,Errcount,Longevity,radius,radius_glob
1179,309.625,0.375,0.6791,0.3801,-0.9722,-0.021,0.3387,-1.0618,2005-01-05,2005-01-06 00:00:00,0,1,1.3523,1.4005
1433,310.875,1.875,0.437,-1.3249,-0.4032,-0.1056,-2.24,-0.2611,2005-01-01,2005-01-07 00:00:00,0,6,1.7281,2.5011
1616,310.625,2.375,0.5589000000000001,-0.8862,-3.3199,0.0537,-1.5675,-3.2786,2005-01-01,2005-01-08 00:00:00,0,7,4.2061,4.8461
1617,310.625,2.125,0.5164,-2.2212,-3.4013,-0.0072,-3.0858000000000003,-3.2967,2005-01-01,2005-01-08 00:00:00,0,7,5.6225000000000005,6.3825
1636,310.875,2.125,0.4789,-1.386,-1.0049,-0.0421,-2.1623,-0.9566,2005-01-01,2005-01-08 00:00:00,0,7,2.3909,3.1189
1959,310.625,1.625,0.3919,-1.6775,-1.9021,-0.1879,-2.787,-1.6611,2005-01-01,2005-01-09 00:00:00,0,8,3.5796,4.4481
1960,310.625,1.875,0.4475,-2.4485,-2.8609,-0.101,-3.4778,-2.6991,2005-01-01,2005-01-09 00:00:00,0,8,5.3094,6.1769
2010,315.625,-2.625,0.5459,-0.4689,0.2106,0.0122,-0.4333,0.0701,2005-01-05,2005-01-10 00:00:00,0,5,0.6795,0.5034000000000001
2190,315.375,-2.375,0.5495,0.0719,0.8130000000000001,0.0162,0.0827,0.6335000000000001,2005-01-05,2005-01-10 00:00:00,0,5,0.8849,0.7162000000000001
2303,310.375,2.375,0.6662,-0.5281,-4.529100000000001,0.1575,-1.2437,-4.3583,2005-01-01,2005-01-11 00:00:00,0,10,5.057200000000001,5.602
2510,310.375,2.125,0.6877,-1.5934,-3.838,0.1588,-2.4535,-3.6046,2005-01-04,2005-01-12 00:00:00,0,8,5.4314,6.0581
3707,41.625,66.625,-0.2761,0.3581,-0.2625,-0.233,0.336,-0.2313,2005-01-01,2005-01-17 00:00:00,0,16,0.6206,0.5673
4003,310.625,2.375,0.5377000000000001,1.3162,-4.6693,0.0325,0.6349,-4.628,2005-01-12,2005-01-19 00:00:00,0,7,5.9855,5.2629
4027,310.875,2.125,0.5587,1.2551,-4.9705,0.0377,0.4788,-4.9222,2005-01-10,2005-01-19 00:00:00,0,9,6.2256,5.401
4118,310.875,1.875,0.5308,1.4123,-4.520700000000001,-0.0117,0.4972,-4.3786000000000005,2005-01-11,2005-01-19 00:00:00,0,8,5.933000000000001,4.875800000000001
4166,310.625,1.625,0.6681,1.1489,-4.891500000000001,0.0883,0.0395,-4.6505,2005-01-12,2005-01-19 00:00:00,0,7,6.040400000000001,4.69
4279,310.625,2.625,0.5626,0.4338,-2.9776,0.0701,-0.0654,-2.9975,2005-01-01,2005-01-20 00:00:00,0,19,3.4114,3.0629
4284,310.625,2.125,0.5148,1.9229,-4.8011,-0.0087,1.0583,-4.6965,2005-01-13,2005-01-20 00:00:00,0,7,6.724,5.7548
4334,309.375,2.625,0.7101000000000001,-0.0735,2.4694000000000003,0.1782,-0.3737,2.8729,2005-01-01,2005-01-20 00:00:00,0,19,2.5429000000000004,3.2466
4375,309.625,0.375,0.6949000000000001,0.1787,-0.6524,-0.0052,0.1374,-0.742,2005-01-13,2005-01-20 00:00:00,0,7,0.8311,0.8794
4388,309.625,2.625,0.7733,0.969,1.9562,0.2531,0.4839,2.4501,2005-01-01,2005-01-20 00:00:00,0,19,2.9252,2.934
4389,310.625,1.875,0.4992,2.8484000000000003,-3.5567,-0.0493,1.8191,-3.3949000000000003,2005-01-14,2005-01-20 00:00:00,0,6,6.405100000000001,5.214
4399,310.375,2.625,0.6573,1.0734,-3.7159,0.1635,0.5102,-3.6186,2005-01-01,2005-01-20 00:00:00,0,19,4.7893,4.1288
4903,310.875,1.875,0.414,1.7639,4.7144,-0.1286,0.8488,4.8565000000000005,2005-01-22,2005-01-23 00:00:00,0,1,6.478300000000001,5.7053
4952,310.625,1.875,0.2792,2.7095,4.3297,-0.2693,1.6802,4.4915,2005-01-22,2005-01-23 00:00:00,0,1,7.039199999999999,6.1717
4972,310.375,2.875,0.617,1.9913,-3.0334000000000003,0.1315,1.615,-2.9908,2005-01-01,2005-01-23 00:00:00,0,22,5.0247,4.6058
4973,310.375,2.375,0.6778000000000001,2.5428,-4.6862,0.169,1.8272,-4.5154000000000005,2005-01-12,2005-01-23 00:00:00,0,11,7.229000000000001,6.342600000000001
6101,41.125,66.625,-0.1604,0.2472,-0.4216,-0.1227,0.2287,-0.4161,2005-01-01,2005-01-30 00:00:00,0,29,0.6688,0.6448
6173,41.375,66.625,-0.2237,0.3106,-0.4123,-0.1856,0.2927,-0.3863,2005-01-01,2005-01-30 00:00:00,0,29,0.7229,0.679
6828,310.625,1.375,0.3584,-1.4265,-1.0452,-0.2547,-2.439,-0.7206,2005-01-01,2005-02-02 00:00:00,0,32,2.4717000000000002,3.1596
7135,309.125,-0.125,0.6283000000000001,0.1713,0.5346000000000001,-0.0738,0.1688,0.3443,2005-02-02,2005-02-03 00:00:00,0,1,0.7059000000000001,0.5131
7161,309.375,0.125,0.6331,0.1691,0.4884,-0.0679,0.1667,0.3617,2005-02-02,2005-02-03 00:00:00,0,1,0.6575,0.5284
7187,310.375,1.375,0.4173,-2.5969,-3.3763,-0.2081,-3.6185,-3.0672,2005-01-02,2005-02-03 00:00:00,0,32,5.9732,6.685700000000001
7255,309.625,0.125,0.6619,0.192,0.5838,-0.0375,0.1844,0.4858,2005-02-02,2005-02-03 00:00:00,0,1,0.7758,0.6702
7256,309.625,0.375,0.6549,0.3804,0.5631,-0.0453,0.3391,0.4735,2005-02-02,2005-02-03 00:00:00,0,1,0.9435,0.8126
7279,310.625,1.625,0.4038,3.5807,3.6559,-0.176,2.4713000000000003,3.8969,2005-01-24,2005-02-03 00:00:00,0,10,7.2366,6.3682
7639,310.375,1.125,0.3103,-2.8815,-2.9104,-0.3488,-3.5786,-2.644,2005-01-01,2005-02-05 00:00:00,0,35,5.7919,6.2226
7640,310.375,1.625,0.5157,-2.4810000000000003,-3.1478,-0.0733,-3.6013,-2.8388,2005-01-03,2005-02-05 00:00:00,0,33,5.6288,6.4401
7949,309.875,2.125,0.8494,-0.0423,-0.9614,0.3102,-0.7468,-0.5711,2005-01-01,2005-02-05 00:00:00,0,35,1.0037,1.3179
8163,310.625,1.875,0.3057,2.4494,4.6008,-0.2428,1.4202,4.7626,2005-01-25,2005-02-06 00:00:00,0,12,7.050199999999999,6.1828
8271,310.625,2.125,0.3516,0.4775,4.5082,-0.1719,-0.3871,4.6127,2005-01-27,2005-02-07 00:00:00,0,11,4.9857000000000005,4.9998000000000005
8322,310.375,1.875,0.6331,-2.1824,-3.1973000000000003,0.0778,-3.1972,-2.9222,2005-01-04,2005-02-07 00:00:00,0,34,5.3797,6.119400000000001
8401,309.625,2.125,0.7901,0.105,3.1487000000000003,0.2524,-0.4712,3.4423000000000004,2005-01-01,2005-02-07 00:00:00,0,37,3.2537000000000003,3.9135000000000004
8612,309.125,-0.125,0.6268,0.1453,0.5195000000000001,-0.0753,0.1428,0.3292,2005-02-04,2005-02-09 00:00:00,0,5,0.6648000000000001,0.472
8626,309.375,0.125,0.6344000000000001,0.1452,0.5293,-0.0667,0.1428,0.4026,2005-02-04,2005-02-09 00:00:00,0,5,0.6745,0.5454
8685,309.625,0.125,0.674,0.1513,0.6006,-0.0254,0.1437,0.5026,2005-02-04,2005-02-09 00:00:00,0,5,0.7519,0.6463000000000001
8686,309.625,0.375,0.6712,0.3401,0.7974,-0.0289,0.2987,0.7078,2005-02-04,2005-02-09 00:00:00,0,5,1.1375,1.0065
9333,43.375,66.875,-0.2274,-0.0646,0.6775,-0.1542,-0.075,0.7052,2005-02-04,2005-02-13 00:00:00,0,9,0.7421,0.7802
9337,43.625,67.125,-0.056,-0.0144,0.7776000000000001,0.0264,-0.0275,0.8066,2005-02-04,2005-02-13 00:00:00,0,9,0.792,0.8341
9380,43.625,66.875,-0.0735,-0.0289,0.7257,0.0064,-0.0402,0.7504000000000001,2005-02-04,2005-02-13 00:00:00,0,9,0.7546,0.7906000000000001
9409,43.375,67.125,-0.1979,-0.0913,0.6812,-0.1217,-0.1031,0.7111000000000001,2005-02-04,2005-02-13 00:00:00,0,9,0.7725000000000001,0.8142
9418,315.625,-2.625,0.6369,0.887,-0.3767,0.1031,0.9226,-0.5172,2005-02-09,2005-02-14 00:00:00,0,5,1.2637,1.4398
9569,315.375,-2.375,0.6301,0.1932,-0.9748,0.0968,0.204,-1.1542,2005-02-09,2005-02-14 00:00:00,0,5,1.168,1.3581999999999999
11891,309.625,0.375,0.7917000000000001,0.1021,0.6588,0.0916,0.0608,0.5691,2005-02-20,2005-02-23 00:00:00,0,3,0.7609,0.6299
17784,310.375,1.875,0.4828,1.5745,4.0401,-0.0725,0.5596,4.3152,2005-02-11,2005-03-04 00:00:00,0,21,5.614599999999999,4.8748
18007,310.125,2.125,0.7802,-1.2046,-4.8798,0.2418,-2.0071,-4.5161,2005-01-01,2005-03-04 00:00:00,0,62,6.0844000000000005,6.523199999999999
18188,310.375,2.125,0.6669,2.7051000000000003,-4.7962,0.138,1.845,-4.5629,2005-01-13,2005-03-04 00:00:00,0,50,7.5013000000000005,6.4079
18568,310.125,2.375,0.7803,0.5618000000000001,-3.4026,0.2643,-0.1736,-3.0911,2005-01-01,2005-03-05 00:00:00,0,63,3.9644000000000004,3.2647
18570,310.625,1.875,0.5186000000000001,1.9608,4.3902,-0.0299,0.9316,4.5520000000000005,2005-02-09,2005-03-05 00:00:00,0,24,6.351,5.483600000000001
18625,309.125,-0.125,0.7216,-0.2452,0.3647,0.0195,-0.2477,0.1744,2005-03-04,2005-03-05 00:00:00,0,1,0.6099,0.42210000000000003
18733,309.375,0.125,0.7251000000000001,-0.2527,0.3728,0.024,-0.2551,0.2461,2005-03-04,2005-03-05 00:00:00,0,1,0.6255,0.5012
19080,310.625,1.625,0.5837,2.2389,4.0387,0.0039,1.1295,4.2797,2005-02-09,2005-03-06 00:00:00,0,25,6.2776000000000005,5.4092
19266,310.125,1.875,0.7475,-2.5272,-2.1783,0.1819,-3.4359,-1.7703,2005-01-05,2005-03-06 00:00:00,0,60,4.705500000000001,5.2062
19357,310.375,1.625,0.4935,2.4768000000000003,4.1644000000000005,-0.0955,1.3565,4.4734,2005-02-10,2005-03-07 00:00:00,0,25,6.641200000000001,5.8299
19478,310.125,2.625,0.7506,1.7136,-2.6848,0.2522,1.083,-2.4262,2005-01-01,2005-03-07 00:00:00,0,65,4.3984000000000005,3.5092
19579,310.375,2.375,0.2018,-2.0486,3.6839,-0.307,-2.7643,3.8547,2005-01-26,2005-03-07 00:00:00,0,40,5.7325,6.619
20330,309.875,2.375,0.8311000000000001,1.1523,-0.2112,0.3077,0.4795,0.1834,2005-01-01,2005-03-09 00:00:00,0,67,1.3635000000000002,0.6629
20331,309.875,2.625,0.7966000000000001,1.7214,-0.2808,0.2889,1.1122,0.1353,2005-01-01,2005-03-09 00:00:00,0,67,2.0022,1.2475
20697,309.625,0.125,0.7531,-0.2095,0.4861,0.0536,-0.2171,0.3882,2005-03-06,2005-03-11 00:00:00,0,5,0.6956,0.6053
20698,309.625,0.375,0.751,-0.0523,0.6637000000000001,0.0509,-0.0936,0.5741,2005-03-06,2005-03-11 00:00:00,0,5,0.7160000000000001,0.6677000000000001
20850,309.125,-0.125,0.7331000000000001,-0.2262,0.5231,0.031,-0.2287,0.3328,2005-03-06,2005-03-11 00:00:00,0,5,0.7493000000000001,0.5615
20949,309.375,-0.125,0.7398,-0.2251,0.4609,0.0376,-0.2272,0.3032,2005-03-06,2005-03-11 00:00:00,0,5,0.6859999999999999,0.5304
20950,309.375,0.125,0.7391000000000001,-0.23,0.5516,0.0381,-0.2324,0.4249,2005-03-06,2005-03-11 00:00:00,0,5,0.7816,0.6573
21007,309.875,2.875,0.7526,2.1623,-0.6424000000000001,0.255,1.6761,-0.2568,2005-01-01,2005-03-11 00:00:00,0,69,2.8047000000000004,1.9328999999999998
21008,309.875,2.125,0.3564,-2.6306000000000003,-4.0152,-0.1828,-3.3351,-3.6249,2005-02-06,2005-03-11 00:00:00,0,33,6.6458,6.96
22856,42.125,67.125,-0.2116,-0.4677,0.1941,-0.1461,-0.4943,0.1899,2005-01-01,2005-03-16 00:00:00,0,74,0.6617999999999999,0.6842
23268,309.625,0.375,0.7313000000000001,0.2645,0.3432,0.0312,0.2232,0.2535,2005-03-13,2005-03-17 00:00:00,0,4,0.6077,0.4767
23408,310.625,2.125,0.4762,1.1337000000000002,4.4613000000000005,-0.0473,0.269,4.5659,2005-02-09,2005-03-18 00:00:00,0,37,5.595000000000001,4.8349
23564,310.625,1.875,0.7724000000000001,-3.4688000000000003,1.5005000000000002,0.224,-4.498,1.6623,2005-03-09,2005-03-18 00:00:00,0,9,4.9693000000000005,6.1603
23565,310.625,1.625,0.7072,-3.8198,0.4419,0.1274,-4.9292,0.6829000000000001,2005-03-10,2005-03-18 00:00:00,0,8,4.2617,5.6121
23793,310.625,2.625,0.3903,-2.5807,3.7972,-0.1022,-3.0798,3.7773,2005-01-26,2005-03-19 00:00:00,0,52,6.3779,6.8571
23794,310.625,2.375,0.3621,-1.0199,4.093,-0.1431,-1.7012,4.1344,2005-01-27,2005-03-19 00:00:00,0,51,5.1129,5.8356
23826,310.375,1.375,0.5451,2.8487,3.8505,-0.0803,1.8272,4.1597,2005-02-09,2005-03-19 00:00:00,0,38,6.699199999999999,5.9869
23827,310.375,1.625,0.6990000000000001,-1.6338,3.5093,0.11,-2.7542,3.8184,2005-03-11,2005-03-19 00:00:00,0,8,5.1431000000000004,6.5725999999999996
23828,310.375,1.875,0.7358,0.0145,3.1500000000000004,0.1805,-1.0004,3.4251,2005-03-13,2005-03-19 00:00:00,0,6,3.1645000000000003,4.4254999999999995
23935,310.875,2.125,0.4183,0.1276,4.8674,-0.1026,-0.6486000000000001,4.9157,2005-01-24,2005-03-19 00:00:00,0,54,4.995,5.5643
23984,310.875,1.875,0.4441,1.4904000000000002,4.5199,-0.0984,0.5753,4.662,2005-01-24,2005-03-19 00:00:00,0,54,6.0103,5.2373
24122,309.625,2.375,0.7865000000000001,0.5701,2.7885,0.2553,0.0551,3.1710000000000003,2005-01-01,2005-03-19 00:00:00,0,77,3.3586,3.2261
24123,309.625,2.125,0.4127,0.0629,-4.6324000000000005,-0.125,-0.5133,-4.3388,2005-02-11,2005-03-19 00:00:00,0,36,4.6953000000000005,4.8521
24128,310.375,2.375,0.7683,0.8766,4.8223,0.2596,0.161,4.9932,2005-03-12,2005-03-19 00:00:00,0,7,5.6989,5.1541999999999994
24129,310.375,2.125,0.7329,0.3011,4.2782,0.204,-0.559,4.5115,2005-03-13,2005-03-19 00:00:00,0,6,4.5793,5.0705
24332,310.875,2.375,0.5069,-0.5381,-1.2970000000000002,0.0025,-1.1524,-1.3248,2005-01-01,2005-03-20 00:00:00,0,78,1.8351000000000002,2.4772
24466,310.625,1.375,0.6532,1.997,4.1224,0.0401,0.9845,4.447,2005-02-08,2005-03-20 00:00:00,0,40,6.1194,5.4315
24484,310.375,2.625,0.3066,-2.4758,3.3765,-0.1872,-3.0389,3.4738,2005-01-27,2005-03-20 00:00:00,0,52,5.8523,6.512700000000001
24691,309.375,2.625,0.3936,-1.2231,-5.033,-0.1384,-1.5232,-4.6294,2005-01-22,2005-03-21 00:00:00,0,58,6.2561,6.1526000000000005
24707,310.875,1.625,0.411,-0.7217,0.2093,-0.1579,-1.6819000000000002,0.4791,2005-01-01,2005-03-21 00:00:00,0,79,0.931,2.161
24869,309.625,2.875,0.7447,1.6225,1.2518,0.2345,1.13,1.7666000000000002,2005-01-01,2005-03-21 00:00:00,0,79,2.8743,2.8966000000000003
24870,309.625,2.625,0.267,-1.5635,-4.4387,-0.2532,-2.0486,-3.9448,2005-01-22,2005-03-21 00:00:00,0,58,6.0022,5.993399999999999
24873,310.375,2.875,0.3644,-2.9732000000000003,3.3155,-0.1211,-3.3495000000000004,3.3581000000000003,2005-01-26,2005-03-21 00:00:00,0,54,6.2887,6.707600000000001
24923,310.125,1.875,0.5834,1.7084,4.2982000000000005,0.0178,0.7997000000000001,4.7062,2005-03-14,2005-03-21 00:00:00,0,7,6.006600000000001,5.5059000000000005
25203,310.125,2.125,0.497,1.4065,3.9234,-0.0415,0.6041000000000001,4.287100000000001,2005-03-15,2005-03-22 00:00:00,0,7,5.3299,4.8912
25438,309.375,2.625,0.3289,-1.0416,-4.8052,-0.2031,-1.3417,-4.4017,2005-03-22,2005-03-23 00:00:00,0,1,5.8468,5.743399999999999
25458,310.125,2.625,0.5485,-0.5027,4.5215000000000005,0.05,-1.1333,4.7801,2005-03-14,2005-03-23 00:00:00,0,9,5.0242,5.9134
25459,310.125,2.375,0.4792,-0.056,4.0091,-0.0368,-0.7914,4.3206,2005-03-15,2005-03-23 00:00:00,0,8,4.0651,5.112
25574,309.625,2.875,0.3008,-3.6591,-2.9026,-0.2094,-4.1516,-2.3877,2005-03-22,2005-03-23 00:00:00,0,1,6.5617,6.539300000000001
25833,309.375,2.875,0.7009000000000001,0.9795,1.8955,0.1773,0.5379,2.3795,2005-01-01,2005-03-24 00:00:00,0,82,2.875,2.9174
26648,309.875,2.875,0.4576,-1.5903,3.5953000000000004,-0.0401,-2.0765,3.9809,2005-03-14,2005-03-25 00:00:00,0,11,5.185600000000001,6.0573999999999995
26880,310.125,2.875,0.7016,2.3761,-2.5126,0.2124,1.9399,-2.3091,2005-01-01,2005-03-26 00:00:00,0,84,4.8887,4.249
27108,309.375,3.125,0.656,1.6459,1.3917000000000002,0.1545,1.1377000000000002,1.8407,2005-01-01,2005-03-26 00:00:00,0,84,3.0376000000000003,2.9784
27110,309.875,2.625,0.4023,-1.4865000000000002,2.9989000000000003,-0.1055,-2.0956,3.415,2005-03-15,2005-03-26 00:00:00,0,11,4.4854,5.5106
27391,309.625,2.625,0.2172,-2.1536,-3.7953,-0.303,-2.6387,-3.3015000000000003,2005-03-22,2005-03-27 00:00:00,0,5,5.9489,5.940200000000001
27500,309.125,3.125,0.628,1.2938,1.234,0.1142,0.7816000000000001,1.524,2005-01-01,2005-03-27 00:00:00,0,85,2.5278,2.3056
27710,309.375,2.625,0.2531,-2.4429000000000003,-4.383500000000001,-0.2788,-2.7430000000000003,-3.98,2005-03-24,2005-03-28 00:00:00,0,4,6.826400000000001,6.723000000000001
28065,309.875,2.375,0.3824,-0.5002,3.9497,-0.1411,-1.1731,4.3443000000000005,2005-03-14,2005-03-28 00:00:00,0,14,4.4498999999999995,5.5174
28741,309.125,3.125,0.4696,-4.2983,-1.6126,-0.0441,-4.8105,-1.3225,2005-03-28,2005-03-29 00:00:00,0,1,5.9109,6.133
29279,309.125,-0.125,0.791,0.0286,0.6455000000000001,0.0889,0.0262,0.4552,2005-03-23,2005-03-31 00:00:00,0,8,0.6741,0.4814
29378,309.375,-0.125,0.7841,0.0266,0.6003000000000001,0.0819,0.0244,0.4425,2005-03-23,2005-03-31 00:00:00,0,8,0.6269,0.4669
31168,310.625,2.375,0.6616000000000001,2.7742,3.9881,0.1564,2.0929,4.0295000000000005,2005-03-31,2005-04-04 00:00:00,0,4,6.7623,6.122400000000001
31474,309.875,2.625,0.3906,-3.7917,1.4439,-0.1172,-4.4008,1.86,2005-04-02,2005-04-04 00:00:00,0,2,5.2356,6.260800000000001
31498,310.625,2.625,0.562,1.1738,4.949800000000001,0.0695,0.6746,4.9299,2005-03-24,2005-04-05 00:00:00,0,12,6.123600000000001,5.6045
31629,310.125,2.875,0.4355,-3.3005,2.9848000000000003,-0.0537,-3.7367,3.1883000000000004,2005-03-28,2005-04-05 00:00:00,0,8,6.2853,6.925000000000001
32263,310.125,1.875,0.4851,5.8368,0.045,-0.0805,4.928100000000001,0.453,2005-04-05,2005-04-06 00:00:00,0,1,5.8818,5.381100000000001
32381,310.625,2.875,0.5415,1.1189,-2.1341,0.0566,0.797,-2.2086,2005-01-01,2005-04-07 00:00:00,0,96,3.253,3.0056000000000003
32489,310.125,3.125,0.6264000000000001,2.3604000000000003,-2.4135,0.1561,2.0865,-2.2946,2005-01-01,2005-04-07 00:00:00,0,96,4.7739,4.3811
32609,310.375,2.125,0.3144,4.6926000000000005,2.4756,-0.2145,3.8325,2.709,2005-04-06,2005-04-07 00:00:00,0,1,7.168200000000001,6.5415
32612,310.375,2.875,0.3767,-1.5572,4.4743,-0.1088,-1.9335,4.516900000000001,2005-03-22,2005-04-07 00:00:00,0,16,6.0315,6.4504
32613,310.375,2.625,0.5183,-0.8371000000000001,4.6494,0.0245,-1.4003,4.746700000000001,2005-03-30,2005-04-07 00:00:00,0,8,5.4865,6.147
33006,309.625,2.375,0.1923,-0.6281,-4.6277,-0.339,-1.1432,-4.2451,2005-03-22,2005-04-08 00:00:00,0,17,5.2558,5.3883
33015,310.375,2.375,0.4757,0.9595,4.3103,-0.033,0.2438,4.4812,2005-04-02,2005-04-08 00:00:00,0,6,5.2698,4.7250000000000005
33912,315.625,-2.375,0.5478000000000001,-0.3215,0.6058,0.0162,-0.2635,0.4492,2005-01-01,2005-04-11 00:00:00,0,100,0.9273,0.7127
34008,315.875,-2.375,0.5359,-0.3875,0.3863,0.0075,-0.3445,0.2713,2005-01-01,2005-04-11 00:00:00,0,100,0.7738,0.6157999999999999
34193,310.375,1.125,0.5826,3.6705,3.6012,-0.0765,2.9734000000000003,3.8676,2005-02-06,2005-04-12 00:00:00,0,65,7.2717,6.841
34194,310.375,1.375,0.8364,1.5588000000000002,4.2738000000000005,0.211,0.5373,4.5829,2005-03-31,2005-04-12 00:00:00,0,12,5.832600000000001,5.1202000000000005
34562,310.125,1.125,0.4738,-2.9382,-3.1443000000000003,-0.1982,-3.4957000000000003,-2.9761,2005-01-04,2005-04-12 00:00:00,0,98,6.0825000000000005,6.4718
35063,310.375,1.625,0.7713,3.9907,3.6342,0.1823,2.8704,3.9432,2005-04-03,2005-04-14 00:00:00,0,11,7.6249,6.8136
35085,309.625,0.375,0.6641,0.3099,-0.875,-0.0361,0.2686,-0.9646,2005-04-12,2005-04-14 00:00:00,0,2,1.1849,1.2332
35479,310.375,1.875,0.625,4.4858,1.8395,0.0698,3.4709000000000003,2.1146000000000003,2005-04-10,2005-04-15 00:00:00,0,5,6.3253,5.585500000000001
36100,310.375,2.125,0.4909,4.2481,3.0349,-0.038,3.3881,3.2683,2005-04-10,2005-04-16 00:00:00,0,6,7.2829999999999995,6.6564
37079,310.125,1.875,0.5656,4.9069,1.5901,0.0,3.9982,1.9982,2005-04-10,2005-04-18 00:00:00,0,8,6.497,5.9964
38885,310.125,2.125,0.4268,3.1243000000000003,3.8693,-0.1117,2.3219000000000003,4.2329,2005-04-02,2005-04-22 00:00:00,0,20,6.993600000000001,6.5548
40496,315.375,-2.375,0.4726,-0.7338,1.2023,-0.0607,-0.7231000000000001,1.0228000000000002,2005-04-20,2005-04-25 00:00:00,0,5,1.9361,1.7459000000000002
40633,315.625,-2.625,0.478,-1.2039,0.648,-0.0557,-1.1683,0.5074000000000001,2005-04-20,2005-04-25 00:00:00,0,5,1.8519,1.6757
47769,315.625,-2.375,0.5238,-0.2008,0.5704,-0.0079,-0.1427,0.4138,2005-04-12,2005-05-14 00:00:00,0,32,0.7712,0.5565
49837,309.625,0.375,0.7215,0.0779,0.5740000000000001,0.0214,0.0366,0.4843,2005-05-14,2005-05-19 00:00:00,0,5,0.6519,0.5209
49838,309.625,0.125,0.7100000000000001,0.1184,0.5802,0.0105,0.1108,0.4822,2005-05-14,2005-05-19 00:00:00,0,5,0.6986000000000001,0.593
49998,309.125,-0.125,0.6875,0.1449,0.5636,-0.0146,0.1424,0.3733,2005-05-14,2005-05-19 00:00:00,0,5,0.7085,0.5157
50122,309.375,-0.125,0.6919000000000001,0.1475,0.4612,-0.0102,0.1453,0.3035,2005-05-14,2005-05-19 00:00:00,0,5,0.6087,0.4488
50123,309.375,0.125,0.6907,0.1293,0.4743,-0.0104,0.1269,0.3476,2005-05-14,2005-05-19 00:00:00,0,5,0.6036,0.47450000000000003
52115,309.625,0.375,0.7618,-0.3418,0.7334,0.0617,-0.3831,0.6438,2005-05-22,2005-05-23 00:00:00,0,1,1.0752000000000002,1.0269
54545,310.375,2.125,0.3862,-2.9469000000000003,-3.3853,-0.1427,-3.807,-3.1519000000000004,2005-04-24,2005-05-28 00:00:00,0,34,6.3322,6.9589
54546,310.375,2.375,0.4055,1.6079,4.222300000000001,-0.1032,0.8923000000000001,4.3931,2005-04-10,2005-05-28 00:00:00,0,48,5.8302000000000005,5.285399999999999
54610,310.125,1.875,0.3906,-0.1348,-4.1981,-0.175,-1.0435,-3.7901,2005-04-25,2005-05-28 00:00:00,0,33,4.3329,4.8336
54651,310.125,2.125,0.4253,-2.3081,-3.7844,-0.1132,-3.1106000000000003,-3.4208000000000003,2005-04-25,2005-05-28 00:00:00,0,33,6.0925,6.5314000000000005
54860,310.125,2.375,0.3794,-0.1628,3.0394,-0.1367,-0.8982,3.3508,2005-04-02,2005-05-29 00:00:00,0,57,3.2022,4.249
55264,315.375,-2.375,0.6486000000000001,0.6732,-0.6879000000000001,0.1153,0.684,-0.8674000000000001,2005-05-25,2005-05-30 00:00:00,0,5,1.3611,1.5514000000000001
55370,315.625,-2.625,0.6321,1.3604,-0.0225,0.0983,1.396,-0.163,2005-05-25,2005-05-30 00:00:00,0,5,1.3829,1.559
55425,309.875,2.125,0.3853,1.203,3.6556,-0.1539,0.4985,4.0459000000000005,2005-03-14,2005-05-30 00:00:00,0,77,4.8586,4.5444
55462,184.375,69.375,-0.2771,0.0341,0.6743,-0.1994,0.0631,0.6179,2005-05-28,2005-05-31 00:00:00,0,3,0.7084,0.681
56411,184.625,69.375,-0.1758,0.172,0.7404000000000001,-0.105,0.2052,0.6796,2005-05-27,2005-06-02 00:00:00,0,6,0.9124000000000001,0.8848
56768,184.375,69.125,-0.3346,-0.033,0.8955000000000001,-0.2494,-0.0177,0.8451000000000001,2005-05-25,2005-06-03 00:00:00,0,9,0.9285000000000001,0.8628000000000001
56906,184.625,69.125,-0.1637,-0.0227,0.9005000000000001,-0.0835,-0.002,0.8468,2005-05-25,2005-06-03 00:00:00,0,9,0.9232000000000001,0.8488
56931,184.375,68.625,-0.3033,0.2985,0.8341000000000001,-0.207,0.3017,0.7951,2005-05-25,2005-06-03 00:00:00,0,9,1.1326,1.0968
56932,184.375,68.875,-0.3552,0.0215,1.0565,-0.2633,0.0336,1.0112,2005-05-25,2005-06-03 00:00:00,0,9,1.078,1.0448000000000002
57064,184.625,68.625,-0.1663,0.0712,0.8381000000000001,-0.0714,0.0764,0.7955,2005-05-25,2005-06-03 00:00:00,0,9,0.9093000000000001,0.8719
57065,184.625,68.875,-0.1747,-0.0067,1.0608,-0.086,0.0103,1.0129,2005-05-25,2005-06-03 00:00:00,0,9,1.0675,1.0231999999999999
58035,310.375,2.125,0.8074,5.042,2.246,0.2785,4.181900000000001,2.4793000000000003,2005-05-31,2005-06-06 00:00:00,0,6,7.288,6.661200000000001
58288,310.125,2.125,0.6667000000000001,4.3739,2.7064,0.1282,3.5714,3.0701,2005-06-04,2005-06-07 00:00:00,0,3,7.080299999999999,6.641500000000001
58473,310.125,1.875,0.8778,4.5219000000000005,3.0015,0.3122,3.6132,3.4096,2005-06-02,2005-06-07 00:00:00,0,5,7.5234000000000005,7.0228
58587,309.625,0.375,0.7974,0.0772,-0.5366000000000001,0.0973,0.0359,-0.6263000000000001,2005-06-03,2005-06-08 00:00:00,0,5,0.6138000000000001,0.6622000000000001
