adt,ugos,vgos,sla,ugosa,vgosa,radius,radius_glob
0.3954,-1.9322,-4.142,-0.0984,-2.4953000000000003,-4.044700000000001,6.0742,6.540000000000001
0.1923,-0.6281,-4.6277,-0.339,-1.1432,-4.2451,5.2558,5.3883
0.2502,-0.2949,-0.7833,0.1476,-0.03,-0.418,1.0782,0.4479999999999999
0.6414000000000001,0.1023,0.8869,-0.0607,0.1001,0.7292000000000001,0.9892,0.8293
0.0644,-0.1704,0.523,0.135,-0.1752,0.5171,0.6934,0.6923
0.4356,0.2396,-4.771,-0.0933,-0.6205,-4.5376,5.0106,5.1581
0.8955000000000001,0.1803,0.7215,0.1944,0.1779,0.5948,0.9018,0.7726999999999999
0.7186,-0.5814,-0.2125,0.0165,-0.5836,-0.3702,0.7939,0.9538
0.5043,-2.1398,-3.5159,-0.0191,-2.8126,-3.1213,5.6557,5.9339
-0.1749,-0.2307,0.3817,-0.0719,-0.2409,0.4011,0.6123999999999999,0.642
0.7072,-3.8198,0.4419,0.1274,-4.9292,0.6829000000000001,4.2617,5.6121
-0.2651,-0.0483,-0.6019,-0.3424,0.0042,-0.6679,0.6502,0.6721
0.2619,-0.0413,0.7995,0.1176,0.0558,0.0004,0.8408,0.0562
0.0909,-0.2066,0.4944,0.0687,-0.153,0.5015000000000001,0.7010000000000001,0.6545000000000001
0.7032,-0.5038,0.2828,0.0011,-0.5063,0.0925,0.7866,0.5988
0.8156,-0.0461,-0.9851,0.1146,-0.0486,-1.1118,1.0312,1.1604
0.1406,-0.2831,0.4123,0.014,-0.0674,-0.0435,0.6954,0.1109
0.7173,-0.1051,0.5276000000000001,0.0178,-0.1127,0.4297,0.6327,0.5424
0.5191,-0.6842,0.4891,-0.0142,-0.6734,0.3096,1.1733,0.983
0.7347,0.1289,1.0642,0.0336,0.1265,0.9375,1.1931,1.064
0.6541,1.7572,4.3775,0.1252,0.8971,4.6108,6.1347000000000005,5.5079
0.1814,0.6015,-1.2177,-0.5119,0.4772,-1.241,1.8192,1.7182000000000002
0.6907,0.1293,0.4743,-0.0104,0.1269,0.3476,0.6036,0.4745
0.5459,-0.4689,0.2106,0.0122,-0.4333,0.0701,0.6795,0.5034000000000001
0.109,0.2226,0.5204,0.0784,0.2924,0.5139,0.743,0.8063
0.7426,3.0905,-3.8389,0.2501,2.5913,-3.8588,6.9294,6.4501
-0.1243,-0.0234,0.6655,-0.087,0.0405,0.5658000000000001,0.6889,0.6063000000000001
0.3595,-0.3493,0.51,0.1259,0.0153,0.1177,0.8593,0.133
0.1261,-0.084,0.9143,0.1422,-0.0747,0.8551000000000001,0.9983,0.9298
0.488,-2.2846,-2.4606,-0.0545,-3.1997,-2.3185,4.7452000000000005,5.5182
0.8420000000000001,3.3912,3.4728000000000003,0.253,2.2709,3.7818,6.864000000000001,6.0527
0.8413,0.1506,0.6587000000000001,0.1122,0.0385,-0.3175,0.8093000000000001,0.356
0.2063,0.1767,-0.4305,0.224,0.1986,-0.4819,0.6072,0.6805
-0.176,-0.0205,0.5975,0.0983,0.005,0.0066,0.618,0.0116
0.4099,-1.0539,4.597700000000001,-0.0839,-1.617,4.695,5.6516,6.312
0.5637,3.342,3.357,0.0708,2.8993,3.2684,6.699,6.1677
0.6254000000000001,0.6123000000000001,-0.6979000000000001,0.0921,0.6231,-0.8774000000000001,1.3102,1.5005000000000002
0.4933,-1.4862,4.0983,0.0041,-1.9224,4.3017,5.5845,6.2241
0.6971,1.1214,-0.5852,0.1634,1.157,-0.7257,1.7066,1.8827
0.6011000000000001,-0.2741,-0.48,-0.0983,-0.2817,-0.5779000000000001,0.7541,0.8596000000000001
0.6894,-0.1132,0.6905,-0.0101,-0.1208,0.5925,0.8037,0.7133
0.7526,2.1623,-0.6424000000000001,0.255,1.6761,-0.2568,2.8047000000000004,1.9329
0.5703,0.2847,3.8658,0.0543,-0.4507,4.1773,4.1505,4.628
0.5416000000000001,-0.6152000000000001,-4.8855,-0.0474,-1.7355,-4.5764000000000005,5.5007,6.3119000000000005
0.4828,1.5745,4.0401,-0.0725,0.5596,4.3152,5.614599999999999,4.8748
0.4326,0.408,-4.654100000000001,-0.1099,-0.5071,-4.5120000000000005,5.062100000000001,5.019100000000001
0.675,-0.0098,-4.8504000000000005,0.1365,-0.8123,-4.486800000000001,4.860200000000001,5.299100000000001
0.7597,0.1288,0.8420000000000001,0.0576,0.1263,0.6517000000000001,0.9708,0.778
0.1033,0.0775,0.5633,0.0179,-0.0217,0.2274,0.6408,0.2491
0.7814,0.0301,0.8350000000000001,0.0813,-0.0112,0.7454000000000001,0.8651000000000001,0.7566
0.728,0.1138,0.8552000000000001,0.0279,0.0725,0.7655000000000001,0.969,0.8380000000000001
0.4717,-0.0694,-4.0875,-0.234,-0.1068,-4.19,4.1569,4.2968
0.6283000000000001,0.1713,0.5346000000000001,-0.0738,0.1688,0.3443,0.7059000000000001,0.5131
0.2991,-0.3564,-0.3682,0.0763,-0.055,0.4707,0.7246,0.5257000000000001
-0.0043,-0.3719,-0.3011,0.0535,-0.2171,-0.3277,0.673,0.5448
0.4626,-0.2746,-0.3801,0.2391,-0.2772,-0.3894,0.6547000000000001,0.6666000000000001
0.1174,-0.0523,0.5790000000000001,0.0366,-0.0344,0.3258,0.6313000000000001,0.3601999999999999
0.794,1.3763,4.5683,0.2853,0.6607000000000001,4.7392,5.944599999999999,5.399900000000001
0.657,-0.2715,-0.7468,-0.0451,-0.2739,-0.9371,1.0183,1.211
0.5476,-0.8904000000000001,-4.9461,-0.0493,-1.7714,-4.563000000000001,5.836500000000001,6.3344000000000005
0.3862,-2.9469000000000003,-3.3853,-0.1427,-3.807,-3.1519000000000004,6.3322,6.9589
0.2109,1.7476,-4.5119,-0.3268,1.1714,-4.2183,6.2595,5.3897
0.5608000000000001,0.254,0.6468,0.0418,0.1813,0.6033000000000001,0.9008,0.7846000000000001
0.7336,0.1964,0.7598,0.0341,0.1888,0.6619,0.9562,0.8507
0.612,1.3621,2.4472,0.096,0.6268,2.7587,3.8093,3.3855000000000004
0.2768,1.002,-5.2963000000000005,-0.2624,0.2975,-4.906000000000001,6.2983,5.203500000000001
0.76,-0.5358,-0.7148,0.0589,-0.5382,-0.8415,1.2506,1.3797
0.0448,0.1359,0.5642,0.051,0.172,0.5199,0.7001000000000001,0.6919
0.2791,1.4420000000000002,-4.9764,-0.3007,0.3326,-4.7354,6.4184,5.0680000000000005
0.6718000000000001,2.0894,4.5408,0.163,1.3738,4.7116,6.6302,6.0854
0.1451,-0.0825,0.5845,0.06,0.0938,0.251,0.667,0.3448
0.1024,-0.0353,1.4136,-0.0418,0.0617,0.6145,1.4489,0.6762
0.5164,0.7975,-5.2816,-0.0221,-0.005,-4.918,6.0791,4.923
0.7271000000000001,0.3091,0.9511,0.026,0.3067,0.8244,1.2602,1.1311
0.3629,-2.1342000000000003,-3.1239000000000003,-0.1756,-2.9366000000000003,-2.7603,5.258100000000001,5.6969
0.5587,1.2551,-4.9705,0.0377,0.4788,-4.9222,6.2256,5.401
0.0534,-0.4169,-0.2851,-0.0046,-0.2457,-0.295,0.702,0.5407
-0.1854,0.2106,0.7451,-0.1366,0.2177,0.7154,0.9557,0.9331
-0.1744,-0.2519,-0.3747,-0.2769,0.013,-0.0094,0.6266,0.0224
0.8555,3.7463,3.3366,0.3071,2.717,3.4984,7.0829,6.215400000000001
-0.2196,-0.1602,0.452,-0.1519,-0.1715,0.4406,0.6122000000000001,0.6121
0.5184,-1.3090000000000002,0.3553,-0.0154,-1.2734,0.2148,1.6643,1.4882
0.7374,0.2677,0.3899,0.038,0.2601,0.2919,0.6576,0.552
0.676,1.7252,4.3848,0.1104,0.8165,4.792800000000001,6.11,5.609300000000001
0.4869,0.1377,-1.5761,-0.1041,0.0804,-0.0122,1.7138,0.0926
0.1005,-0.1312,0.5164,0.1269,-0.0935,0.465,0.6476,0.5585
0.3271,-2.8506,2.8786,-0.1489,-3.212,3.1661,5.7292000000000005,6.3781
0.0603,-0.2992,-0.7619,-0.1625,0.0022,0.077,1.0611000000000002,0.0791999999999999
0.7403000000000001,-0.3548,0.2819,0.0382,-0.3573,0.0915,0.6367,0.4488
0.7187,-0.4402,3.9465,0.181,-1.0163,4.2401,4.3867,5.2564
0.7271000000000001,0.8536,4.3391,0.1878,0.1491,4.7295,5.1927,4.8786
0.5622,-2.4205,2.8108,0.0237,-3.2230000000000003,3.1745,5.2313,6.397500000000001
0.6755,3.8537,2.7282,0.0624,2.8412,3.0528,6.5819,5.894
0.867,0.1154,0.5862,0.1649,0.1133,0.4285,0.7016,0.5418
0.1789,0.0826,0.907,0.0955,0.052,0.0473,0.9896,0.0993
0.9265,2.7941000000000003,4.2538,0.3712,1.7792,4.5289,7.0479,6.3081
0.6479,3.6697,3.735,0.1391,2.9541,3.9058,7.4047,6.8599
0.5428000000000001,-2.3160000000000003,-3.6448,-0.0227,-3.2247000000000003,-3.2368,5.960800000000001,6.461500000000001
0.8340000000000001,-0.0283,0.5890000000000001,0.1339,-0.0697,0.4993,0.6173000000000001,0.5690000000000001
0.4882,2.6788000000000003,3.4642,-0.001,2.2426,3.6677,6.143000000000001,5.910299999999999
0.7546,0.0236,4.5086,0.2256,-0.8365,4.7419,4.5322000000000005,5.5784
0.8241,0.0211,1.4575,0.1247,0.0135,1.3595000000000002,1.4786,1.3730000000000002
0.7313000000000001,0.2644,0.411,0.0292,0.2622,0.2533,0.6754,0.5155000000000001
0.5253,1.4775,4.2934,-0.0716,0.5966,4.6766000000000005,5.7709,5.273200000000001
0.5277000000000001,-0.0568,0.6297,-0.0039,0.0012,0.4732,0.6865,0.4744
0.8384,-0.0275,0.7577,0.1383,-0.0688,0.6681,0.7852,0.7369
0.0623,0.1414,0.52,0.0676,0.1202,0.4292,0.6614,0.5494
0.7435,0.1726,0.6122000000000001,0.0424,0.1702,0.4855,0.7848,0.6557
0.874,1.4214,-4.9667,0.3506,0.7486,-4.5721,6.3881000000000006,5.3207
0.6672,0.0578,1.0039,-0.0339,0.0554,0.8772000000000001,1.0617,0.9326
-0.1604,0.2472,-0.4216,-0.1227,0.2287,-0.4161,0.6688,0.6448
1.037,2.4071,4.2591,0.4116,1.3855000000000002,4.5682,6.6662,5.9537
0.6919000000000001,0.1475,0.4612,-0.0102,0.1453,0.3035,0.6087,0.4488
0.6081,0.427,-1.1345,0.0749,0.4378,-1.314,1.5615,1.7518
0.7015,1.3428,-0.4798,0.1678,1.3784,-0.6203000000000001,1.8226,1.9987
-0.2761,0.3581,-0.2625,-0.233,0.336,-0.2313,0.6206,0.5673
-0.0453,0.0593,0.727,-0.0029,0.0769,0.6797000000000001,0.7863,0.7566
0.5034000000000001,-1.6774,-2.5684,-0.0255,-2.5375,-2.335,4.2458,4.8725000000000005
0.4738,-2.9382,-3.1443000000000003,-0.1982,-3.4957000000000003,-2.9761,6.0825000000000005,6.4718
0.3144,4.6926000000000005,2.4756,-0.2145,3.8325,2.709,7.168200000000001,6.5415
0.5536,1.4496,2.4165,-0.0119,0.5409,2.8245,3.8661,3.3654
0.5648000000000001,-0.5084000000000001,4.6449,0.0413,-1.373,4.7495,5.1533,6.1225000000000005
0.7643000000000001,0.0642,-0.6802,0.0642,0.0229,-0.7698,0.7444000000000001,0.7927000000000001
0.3039,-0.1314,0.6912,0.1566,-0.112,0.1048,0.8226,0.2168
0.8219000000000001,0.2894,0.8836,0.1218,0.248,0.794,1.173,1.042
0.651,0.3577,4.4475,0.0712,-0.7518,4.6886,4.8052,5.4404
0.6028,-0.2804,-0.6679,-0.0994,-0.2826,-0.8256,0.9483,1.1082
0.6358,-0.1804,4.1008,0.1069,-1.0405,4.3341,4.281199999999999,5.3746
0.2487,0.1458,-1.4723000000000002,-0.1037,0.0874,0.0065,1.6181,0.0939
0.6816,-2.3802000000000003,-3.4796,0.1527,-3.2403,-3.2462,5.8598,6.4865
0.6918000000000001,-3.3215000000000003,-2.2287,0.1028,-4.441800000000001,-1.9197,5.5502,6.3615
0.4436,3.1807000000000003,3.9208,-0.0941,2.6045000000000003,4.2145,7.1015,6.819000000000001
0.5346000000000001,2.5948,-4.1107000000000005,0.0643,2.3209,-3.9917,6.705500000000001,6.3126
0.5496,-4.1061000000000005,0.1653,-0.1096,-4.8032,0.4317,4.271400000000001,5.2349000000000006
0.1099,-0.1093,0.7068,0.0413,-0.0652,0.4746,0.8160999999999999,0.5398000000000001
0.6875,0.1449,0.5636,-0.0146,0.1424,0.3733,0.7085,0.5157
0.4603,0.0841,0.7609,0.3795,0.1021,0.5078,0.845,0.6099
0.7611,-2.0196,3.9009,0.2299,-2.5346,4.2835,5.9205000000000005,6.8181
1.1445,-0.17,0.5626,0.1369,-0.1493,0.516,0.7326,0.6653
0.7917000000000001,0.1989,0.5841000000000001,0.0922,0.1913,0.4861,0.783,0.6774
0.7582,-0.3069,-0.5681,0.056,-0.3091,-0.7258,0.875,1.0349
0.1158,0.0712,0.7199,0.0957,0.0467,0.6929000000000001,0.7911,0.7396
0.7332000000000001,1.6484,-0.3424,0.1995,1.6840000000000002,-0.4829,1.9908,2.1669
0.5569000000000001,1.2571,-4.754,0.0632,0.6940000000000001,-4.6567,6.0111,5.3507
0.1145,0.1025,0.7208,0.0723,0.0269,0.0446,0.8233,0.0715
0.7327,-0.0455,1.096,0.0306,-0.0479,0.9056,1.1415000000000002,0.9535
0.2275,-3.4090000000000003,-0.7856000000000001,-0.3014,-4.2691,-0.5523,4.1946,4.8214
0.5139,2.6613,3.8597,0.0061,2.0521000000000003,4.2758,6.521000000000001,6.3279000000000005
0.211,-0.1613,0.5958,0.0668,-0.0643,-0.2032,0.7571,0.2674999999999999
1.0529,-0.1667,0.4805,0.0245,-0.1845,0.4264,0.6472,0.6109
0.7129000000000001,-2.5485,-3.4438,0.1238,-3.6688,-3.1348000000000003,5.9923,6.8036
0.5778,1.9292,3.6771,0.0725,1.2479,3.7184,5.6063,4.9663
0.7064,0.1061,-2.2087,0.0063,0.0648,-2.2984,2.3148,2.3632
0.4537,1.1959,4.6413,-0.055,0.4802,4.8122,5.8372,5.2924
0.5698,1.1314,4.4804,0.076,0.5682,4.5777,5.611800000000001,5.1459
0.4373,-2.7755,-3.519,-0.188,-3.797,-3.2099,6.2945,7.0069
0.7973,0.2206,0.4214,0.0971,0.1793,0.3318,0.642,0.5111
0.5787,4.1996,3.4163,0.0234,3.1848,3.6914,7.6159,6.8762
0.1133,-0.1201,0.5046,0.1506,-0.0562,0.4049,0.6247,0.4610999999999999
0.4531,-1.2855,-2.466,-0.0954,-2.3148,-2.3042,3.7515,4.619
0.4608,-1.7848000000000002,-3.5139,-0.1646,-2.8063,-3.2047000000000003,5.2987,6.011
0.5033,0.4933,-2.027,-0.2019,0.5124000000000001,-2.1652,2.5203,2.6776
0.5589000000000001,-0.8862,-3.3199,0.0537,-1.5675,-3.2786,4.2061,4.8461
0.7738,-2.7618,2.4686,0.1484,-3.7833,2.7777000000000003,5.2304,6.561
0.0759,0.2395,-0.3607,0.0299,0.1591,-0.352,0.6002000000000001,0.5111
1.033,1.3346,4.038600000000001,0.3739,0.6375000000000001,4.305000000000001,5.373200000000001,4.942500000000001
0.7511,0.1104,0.5769000000000001,0.0517,0.1028,0.479,0.6873,0.5818
0.5216000000000001,0.7678,4.6706,0.0278,0.2047,4.7679,5.438400000000001,4.9726
0.4836,-3.9587,-0.6262,-0.1756,-4.6558,-0.3598,4.5849,5.0156
0.9048,0.7622,0.5514,0.2026,0.76,0.3937,1.3136,1.1537
0.3847,-1.2215,-4.8339,-0.1545,-1.926,-4.4436,6.0554,6.3696
0.8145,0.2375,0.7000000000000001,0.1134,0.2351,0.5733,0.9375,0.8084
-0.1554,-0.52,0.2096,-0.1469,-0.4535,0.2296,0.7296,0.6831
0.7269,-0.0277,0.9761,0.0258,-0.0301,0.8494,1.0038,0.8795000000000001
0.2931,-3.9143,1.3175,-0.2388,-4.2144,1.7211,5.2318,5.9355
0.3487,0.3316,-0.366,0.3664,0.3535,-0.4175,0.6976,0.7709999999999999
0.5690000000000001,0.3569,-2.2925,0.3006,0.3563,-2.2925,2.6494,2.6488
0.64,1.7392,4.4675,0.1008,1.0347,4.8578,6.2067000000000005,5.8925
0.6960000000000001,4.5192000000000005,2.7006,0.1305,3.6105,3.1086,7.219800000000001,6.7191
-0.0052,-0.1194,0.5681,-0.01,-0.0732,0.4974,0.6875,0.5706
0.4978,0.4282,4.3018,-0.0826,-0.3038,4.7077,4.73,5.0115
-0.06,0.2339,0.4487,0.0081,0.2635,0.4163,0.6826,0.6798
0.7167,-0.5171,-0.1326,0.0173,-0.5248,-0.2305,0.6496999999999999,0.7553000000000001
0.3469,0.012,0.6902,0.1871,-0.0501,0.0255,0.7022,0.0756
0.5496,0.8167000000000001,4.205,0.0207,-0.0434,4.438400000000001,5.0217,4.481800000000001
0.4946,2.7909,4.3074,-0.1308,1.7694,4.6166,7.0983,6.386
0.732,-0.9002,-4.9312000000000005,0.1936,-1.7027,-4.5675,5.8314,6.2702
0.6641,0.3099,-0.875,-0.0361,0.2686,-0.9646,1.1849,1.2332
0.7571,4.1566,2.5243,0.2633,3.5935,2.6215,6.6809,6.215
0.1313,-0.331,0.5660000000000001,0.058,-0.3319,0.5328,0.897,0.8647
0.2008,0.2675,-4.8019,-0.4584,-0.4296,-4.5355,5.0694,4.9651
0.1864,0.2395,0.5768,0.1056,0.2575,0.3236,0.8163,0.5811
-0.2369,-0.0272,0.6188,0.0919,0.0324,0.0298,0.646,0.0622
0.6421,1.2705,4.5662,0.0936,0.2412,4.728000000000001,5.8367,4.969200000000001
0.0392,-0.4385,-0.5723,0.1036,-0.271,-0.6315000000000001,1.0108,0.9025
-0.1852,-0.3794,0.7412000000000001,-0.1033,-0.3665,0.7088,1.1206,1.0753
0.0248,-0.1916,0.6052000000000001,0.0453,-0.1562,0.5253,0.7968000000000001,0.6815
0.3735,-0.5494,0.3006,0.1318,-0.2723,-0.1051,0.85,0.3773999999999999
0.3275,2.1670000000000003,4.3072,-0.1813,1.4514,4.4781,6.4742,5.929500000000001
0.7802,-0.2822,0.4173,0.0792,-0.2846,0.2906,0.6995,0.5752
0.5377000000000001,1.3162,-4.6693,0.0325,0.6349,-4.628,5.9855,5.2629
-0.0281,-0.1556,1.6591,-0.1723,-0.0585,0.86,1.8147,0.9185
0.7063,1.1846,-4.5723,0.1861,0.6995,-4.0785,5.7569,4.7780000000000005
0.6644,0.0847,0.7613000000000001,-0.0351,0.0771,0.6634,0.8460000000000001,0.7404999999999999
0.9433,1.0808,4.250500000000001,0.4049,0.2783,4.6142,5.331300000000001,4.8925
-0.056,-0.0144,0.7776000000000001,0.0264,-0.0275,0.8066,0.792,0.8341
0.7233,0.3502,0.9048,0.0239,0.3426,0.8069000000000001,1.255,1.1495000000000002
0.1206,-0.1627,0.6544,0.0398,-0.1447,0.4012,0.8170999999999999,0.5459
0.7463000000000001,0.9038,4.5201,0.2376,0.1881,4.6909,5.423900000000001,4.879
0.8558,1.6327,3.7462,0.3005,0.6179,4.0213,5.3789,4.6392
0.5384,-1.145,-4.2209,0.0297,-1.8606,-4.0501000000000005,5.3659,5.9107
0.3413,-0.4685,0.1732,0.1579,-0.2396,-0.2756,0.6417,0.5152
0.7114,0.6207,-1.3598,0.1782,0.6315000000000001,-1.5392,1.9805,2.1707
0.7017,-0.0589,0.7748,-0.0005,-0.0614,0.5844,0.8337,0.6458
0.3942,0.196,-0.4856,0.1506,0.2188,-0.7649,0.6816,0.9837
-0.2495,-0.0604,0.5738,0.097,0.0011,0.0095,0.6342,0.0106
0.3748,5.402200000000001,-0.0412,-0.1637,4.5998,0.3224,5.4434000000000005,4.9222
0.6714,-0.1382,-0.8101,-0.028,-0.1458,-0.9081,0.9483,1.0539
0.6892,5.1814,1.584,0.1089,4.4494,1.9899,6.7654,6.439299999999999
0.6833,-0.0836,0.6268,-0.0178,-0.0861,0.5002,0.7104,0.5862999999999999
0.414,1.7639,4.7144,-0.1286,0.8488,4.8565000000000005,6.478300000000001,5.7053
0.478,-1.2039,0.648,-0.0557,-1.1683,0.5074000000000001,1.8519,1.6757
0.6991,1.466,4.3859,0.1913,0.8568,4.8020000000000005,5.8519000000000005,5.6588
0.51,-0.3503,0.3455,0.2786,-0.3233,0.1261,0.6958,0.4493999999999999
0.8154,-0.7599,3.0548,0.2841,-1.2749,3.4373,3.8147,4.7122
0.6528,0.1303,-0.8187000000000001,0.1196,0.1411,-0.9982,0.949,1.1393
0.8295,-0.0827,0.6637000000000001,0.1274,-0.0849,0.506,0.7464000000000001,0.5909
0.6214000000000001,-0.1903,0.5355,-0.0807,-0.1925,0.3778,0.7258,0.5703
0.1026,-0.489,0.1302,0.0732,-0.4228,0.1334,0.6192,0.5562
0.507,-0.7299,-4.7620000000000005,-0.0483,-1.7447,-4.4869,5.4919,6.2316
0.2662,-0.006,-0.6988000000000001,0.2619,0.0557,-0.7727,0.7048000000000001,0.8284
0.6264000000000001,2.3604000000000003,-2.4135,0.1561,2.0865,-2.2946,4.7739,4.3811
0.8963000000000001,2.736,3.9604,0.3802,2.0006,4.2719000000000005,6.696400000000001,6.272500000000001
-0.1828,-0.0272,0.5733,0.0915,-0.0017,-0.0176,0.6005,0.0193
0.8150000000000001,0.219,0.7352000000000001,0.1129,0.2168,0.5775,0.9542,0.7943
0.6925,0.092,0.9344,-0.0096,0.0896,0.744,1.0264,0.8336
-0.201,-0.2815,0.6134000000000001,-0.2319,-0.3022,0.544,0.8949,0.8462000000000001
0.3584,-1.4265,-1.0452,-0.2547,-2.439,-0.7206,2.4717,3.1596
0.9661,2.4165,4.1929,0.4349,1.9015,4.5754,6.6094,6.4769000000000005
0.3497,-0.0543,0.6252,0.0773,-0.0016,0.0935,0.6795,0.0951
0.2729,-0.2354,-0.7260000000000001,0.0501,0.066,0.113,0.9614,0.179
0.7070000000000001,1.0611000000000002,3.9965,0.1982,0.3455,4.1673,5.057600000000001,4.5128
0.0132,-0.2282,-0.4331,-0.007,-0.1531,-0.371,0.6613,0.5241
0.0948,-0.178,-0.5770000000000001,-0.0375,0.039,-0.1398,0.7550000000000001,0.1788
0.5834,1.7084,4.2982000000000005,0.0178,0.7997000000000001,4.7062,6.006600000000001,5.5059000000000005
1.1645,-0.0154,-1.9273,0.8983000000000001,-0.0042,-1.9398,1.9427,1.944
0.7524000000000001,0.0964,0.7611,0.0503,0.0942,0.6034,0.8575,0.6976
0.6372,-0.5203,0.3012,-0.0649,-0.5228,0.1109,0.8215,0.6337
0.7098,0.4567,0.2455,0.0097,0.4154,0.1559,0.7021999999999999,0.5713
0.5732,-0.2125,3.8581,0.0179,-1.2274,4.1331,4.0706,5.3605
0.9914,4.0876,3.7473,0.4116,2.9781,3.9883,7.8349,6.9664
0.7595000000000001,0.0639,1.0316,0.0574,0.0617,0.8739,1.0955,0.9356
0.7206,0.1952,0.9437,0.0212,0.1876,0.8458,1.1389,1.0334
0.6892,0.0635,0.7274,-0.0129,0.0613,0.5697,0.7909,0.631
0.7443000000000001,0.1739,0.8898,0.0422,0.1714,0.6995,1.0637,0.8709
0.437,-1.3249,-0.4032,-0.1056,-2.24,-0.2611,1.7281,2.5011
0.4715,-2.3412,3.6407,-0.0338,-3.0225,3.682,5.9819,6.7045
-0.2953,0.1405,0.4636,-0.2245,0.1737,0.4027,0.6041000000000001,0.5764
0.4996,-0.4738,0.221,0.2106,-0.3247,0.0015,0.6948,0.3262
0.7412000000000001,-0.1415,-0.4675,0.039,-0.144,-0.6578,0.609,0.8018000000000001
0.1571,-3.532,2.3153,-0.3531,-4.0246,2.8301000000000003,5.847300000000001,6.854700000000001
0.4255,0.4529,4.5106,-0.1034,-0.4072,4.7439,4.9635,5.1511
-0.0454,-0.0701,0.8937,-0.0125,-0.0387,0.8210000000000001,0.9638,0.8597
0.4385,-2.2019,3.9556,-0.054,-2.701,3.9357,6.157500000000001,6.6367
0.4673,0.9424,-4.8226,-0.088,-0.0725,-4.5475,5.765000000000001,4.62
0.4437,-1.0422,4.023000000000001,-0.065,-1.7578,4.1938,5.065200000000001,5.951600000000001
0.5195000000000001,1.6235000000000002,4.1783,-0.0118,1.1085,4.5608,5.8018,5.669300000000001
0.5890000000000001,-0.5377000000000001,0.2843,0.3,-0.3886,0.0649,0.8220000000000001,0.4535
0.6244000000000001,-0.1885,0.5714,-0.0777,-0.191,0.3811,0.7599,0.5721
0.2416,-0.4264,0.3568,0.008,-0.0618,-0.0356,0.7832,0.0974
0.1503,-0.0098,1.3713,0.0061,0.0873,0.5723,1.3811,0.6596000000000001
0.6583,0.2335,1.033,-0.0428,0.2311,0.9063,1.2665,1.1374
0.5926,2.0147,3.774,0.0035,0.8944000000000001,4.083,5.7887,4.9774
0.029,0.0573,0.9797,-0.0132,-0.0183,0.3035,1.037,0.3218
0.6678000000000001,2.0156,4.302700000000001,0.1286,1.3112,4.6931,6.318300000000001,6.004300000000001
-0.223,-0.0451,0.6078,0.0416,-0.0025,0.0044,0.6529,0.0069
0.7691,0.1956,0.5715,0.0697,0.188,0.4735,0.7671,0.6615
0.5886,0.9318,-5.107,-0.0004,-0.1885,-4.798,6.0388,4.9865
0.9896,3.1988000000000003,3.5662000000000003,0.3643,2.1772,3.8753,6.765000000000001,6.0525
0.6321,1.3604,-0.0225,0.0983,1.396,-0.163,1.3829,1.559
0.734,0.7551,4.2541,0.2105,0.3135,4.7381,5.0092,5.0516000000000005
0.6669,2.7051000000000003,-4.7962,0.138,1.845,-4.5629,7.5013,6.4079
0.7367,-0.1727,-0.4964,0.0345,-0.1751,-0.6868000000000001,0.6691,0.8619000000000001
0.1013,-0.2305,-0.3966,-0.0311,-0.0135,0.0406,0.6271,0.0540999999999999
0.2531,-2.4429000000000003,-4.383500000000001,-0.2788,-2.7430000000000003,-3.98,6.826400000000001,6.723000000000001
0.8065,0.357,0.8515,0.1044,0.3549,0.6938000000000001,1.2085,1.0487000000000002
0.7006,0.7265,-1.2748000000000002,0.1674,0.7372000000000001,-1.4542000000000002,2.0013,2.1914
0.6385000000000001,-0.0559,-2.2797,0.365,-0.0519,-2.2964,2.3356,2.3483
0.5933,1.1915,-4.2016,0.1041,0.7553000000000001,-3.9981,5.3931,4.7534
0.2521,0.2077,4.628,-0.2464,-0.4229,4.8866000000000005,4.8357,5.309500000000001
0.2168,-0.2653,0.5496,0.0334,-0.0364,0.1007,0.8149,0.1371
0.6619,-0.0809,-3.7841,0.1234,-0.8834000000000001,-3.4204000000000003,3.865,4.303800000000001
0.0052,-0.2365,0.5143,-0.0159,-0.1853,0.4886,0.7507999999999999,0.6738999999999999
1.4061,-0.3316,0.5307000000000001,0.377,-0.3343,0.5311,0.8623000000000001,0.8654
0.5701,0.4939,4.615200000000001,0.0763,-0.0693,4.7125,5.109100000000001,4.7818000000000005
0.1487,0.7709,-0.6083000000000001,-0.1256,0.0254,-0.0118,1.3792,0.0372
0.5736,-1.7822,-4.612,0.0424,-2.2973,-4.2294,6.3942,6.5267
0.5896,-0.5092,-0.1271,0.2951,-0.3776,-0.1063,0.6363,0.4839
-0.2641,-0.0559,0.6013000000000001,0.0647,0.0038,0.0122,0.6572,0.016
0.7699,-0.2789,4.0405,0.173,-1.1599000000000002,4.4237,4.3194,5.583600000000001
0.6929000000000001,0.4062,-0.7146,-0.0072,0.3649,-0.8043,1.1208,1.1692
0.6003000000000001,0.6526000000000001,4.8566,0.0951,-0.0287,4.8979,5.5092,4.9266
-0.3726,0.0081,-0.9487,-0.416,-0.0128,-0.9674,0.9568,0.9802
0.7199,1.7846000000000002,3.9279,0.1964,1.1118,4.3224,5.7125,5.4342
0.5852,0.311,0.627,0.0663,0.2383,0.5835,0.938,0.8218000000000001
0.6499,0.0676,0.9249,-0.0522,0.0651,0.7346,0.9925,0.7997000000000001
