adt,ugos,vgos,sla,ugosa,vgosa,radius,radius_glob
0.249,-0.3934,0.4347,0.1667,-0.0215,0.0484,0.8281000000000001,0.0698999999999999
0.751,-0.0523,0.6637000000000001,0.0509,-0.0936,0.5741,0.7160000000000001,0.6677000000000001
0.5725,1.0189,4.418200000000001,0.0069,0.1102,4.8262,5.437100000000001,4.9364
0.3657,1.32,4.4228000000000005,-0.1655,0.805,4.805400000000001,5.742800000000001,5.6104
0.5535,-0.3525,0.4083,0.1022,-0.0898,-0.0559,0.7607999999999999,0.1457
0.6712,0.3401,0.7974,-0.0289,0.2987,0.7078,1.1375,1.0065
0.6312,5.6342,-1.6583,0.0514,4.5248,-1.4173,7.2925,5.9421
0.5893,0.6527000000000001,-0.4116,0.0556,0.6883,-0.5522,1.0643,1.2405
0.5003000000000001,-0.8288000000000001,4.4836,-0.005,-1.5101,4.524900000000001,5.3124,6.035
0.644,5.7556,-1.0889,0.0751,4.7954,-0.8191,6.8445,5.6145
0.791,-1.8997,-4.2968,0.2357,-2.9145000000000003,-4.0218,6.1965,6.9363
0.7348,-0.3164,-0.5843,0.0353,-0.324,-0.6823,0.9007000000000001,1.0063
0.2594,-0.0913,0.7060000000000001,-0.013,-0.0385,0.1743,0.7973000000000001,0.2128
0.6662,-0.5281,-4.529100000000001,0.1575,-1.2437,-4.3583,5.057200000000001,5.602
0.5382,0.8429000000000001,4.3651,0.0295,0.1273,4.5360000000000005,5.208,4.6633
0.6487,-0.3529,3.9002,0.1327,-1.0883,4.2117,4.2531,5.300000000000001
0.5424,2.8184,3.8835,-0.0466,1.6981000000000002,4.1926000000000005,6.7019,5.890700000000001
0.5737,0.183,-4.3047,0.0527,-0.5933,-4.2564,4.4877,4.8497
-0.2308,-0.4185,-0.2024,-0.1548,-0.4244,-0.2265,0.6209,0.6509
0.7585000000000001,3.8694,-4.2443,0.1331,2.8479,-3.9351,8.1137,6.783
0.1614,-3.1773,-0.0761,-0.3363,-3.6635,0.3095,3.2534,3.973
0.4335,-2.7308000000000003,-2.9546,-0.2384,-3.2883,-2.7864,5.6854000000000005,6.0747
0.7213,-0.6014,-0.0757,0.0202,-0.6038,-0.2024,0.6771,0.8062
0.777,0.2754,0.8761,0.0749,0.2729,0.6858000000000001,1.1515,0.9587
0.4188,-0.6646000000000001,-5.1789000000000005,-0.1046,-1.3375,-4.7843,5.843500000000001,6.1218
0.4947,2.5681000000000003,4.0454,-0.0437,1.7656,4.409,6.6135,6.1746
0.6449,-0.5325,3.5689,0.0651,-1.6419,3.8099,4.1014,5.4518
0.2792,2.7095,4.3297,-0.2693,1.6802,4.4915,7.039199999999999,6.1717
0.6948000000000001,0.0649,0.7792,-0.0074,0.0625,0.5888,0.8441,0.6513
0.6486000000000001,0.6732,-0.6879000000000001,0.1153,0.684,-0.8674000000000001,1.3611,1.5514
0.5427000000000001,-0.3609,-4.3474,-0.0126,-1.3758,-4.0723,4.7083,5.4481
0.5689000000000001,-0.3398,-3.9735,0.0,-1.3001,-3.7037,4.3133,5.0038
0.7038,0.1794,0.9686,0.0044,0.1718,0.8707,1.148,1.0425
0.3501,0.188,4.3524,-0.1484,-0.4425,4.611000000000001,4.5404,5.0535000000000005
0.6106,-2.5117000000000003,-2.8658,0.0553,-3.5265,-2.5907,5.3775,6.1172
-0.1099,-0.3116,0.3163,-0.0327,-0.302,0.2878,0.6279,0.5898
0.7341000000000001,-0.1134,-0.619,0.034,-0.1547,-0.7087,0.7323999999999999,0.8634
-1.0570000000000002,0.2253,0.5205000000000001,-0.0462,0.0267,0.4649,0.7458,0.4916
0.352,-0.4141,-0.4488,0.2494,-0.1492,-0.0835,0.8629,0.2327
0.2172,-2.1536,-3.7953,-0.303,-2.6387,-3.3015000000000003,5.9489,5.940200000000001
0.9266,2.2840000000000003,3.8338,0.3468,1.1745,4.0748,6.117800000000001,5.2493
0.6907,2.754,4.5008,0.1672,1.8894,4.6054,7.254799999999999,6.494800000000001
0.7234,0.4011,0.4766,0.024,0.3935,0.3787,0.8777,0.7722
-0.1637,-0.0227,0.9005000000000001,-0.0835,-0.002,0.8468,0.9232,0.8488
0.8469,0.2716,0.9712,0.1458,0.2692,0.8445,1.2428,1.1137
0.7966000000000001,1.7214,-0.2808,0.2889,1.1122,0.1353,2.0022,1.2475
0.3103,-2.8815,-2.9104,-0.3488,-3.5786,-2.644,5.7919,6.2226
0.903,-0.0773,1.1339,0.2029,-0.1186,1.0442,1.2111999999999998,1.1628
0.2207,-0.2799,0.4841,0.0373,-0.0511,0.0352,0.764,0.0863
0.3206,-3.3318000000000003,-1.4148,-0.2278,-4.3611,-1.253,4.746600000000001,5.6141000000000005
0.6105,1.0366,4.4049000000000005,0.087,0.172,4.5095,5.4415,4.6815
0.6288,0.5951000000000001,4.48,0.0804,-0.4341,4.6418,5.075100000000001,5.0759
0.2201,0.0584,0.5904,0.0629,-0.0185,0.2398,0.6488,0.2583
0.4116,-3.3733,2.4467000000000003,-0.0776,-3.8095,2.6502000000000003,5.82,6.4597
0.7106,-0.4079,-0.2329,0.0084,-0.4101,-0.3906,0.6408,0.8007
0.5800000000000001,0.2887,-0.4113,0.0462,0.3243,-0.5518000000000001,0.7,0.8761000000000001
0.7041000000000001,2.8513,3.7708,0.1243,1.7419,4.0119,6.6221,5.7538
0.0791,-0.1905,0.6317,0.0744,-0.1443,0.561,0.8222,0.7053
0.0235,-0.1831,0.8797,0.0188,-0.137,0.809,1.0628,0.946
0.6053000000000001,-0.4431,0.4844,0.0721,-0.4324,0.305,0.9275,0.7374
0.5732,0.2825,-0.3677,0.0542,0.2099,-0.4112,0.6502,0.6211
0.4174,-0.333,3.9745,-0.106,-1.0058,4.3691,4.3075,5.3749
-0.0593,-0.4371,-0.3995,0.0103,-0.2575,-0.3516,0.8366,0.6091
0.7816000000000001,0.0406,0.7132000000000001,0.0806,0.0382,0.5865,0.7538,0.6247
0.7599,0.2668,0.8936000000000001,0.0578,0.2646,0.7359,1.1604,1.0005
0.8069000000000001,-0.1157,1.3409,0.1068,-0.1571,1.2513,1.4566,1.4084
0.6331,0.1691,0.4884,-0.0679,0.1667,0.3617,0.6575,0.5284
0.7615000000000001,0.2045,0.5919,0.0594,0.2021,0.4016,0.7964,0.6037
0.2081,-0.0143,0.6774,0.0608,0.0052,0.091,0.6917,0.0962
0.7716000000000001,0.7715000000000001,4.1849,0.2324,0.067,4.5753,4.9564,4.6423000000000005
0.3621,-1.0199,4.093,-0.1431,-1.7012,4.1344,5.1129,5.8356
-0.1247,-0.5737,0.1897,-0.1168,-0.5024000000000001,0.1806,0.7634,0.683
0.7434000000000001,0.0563,-0.7472000000000001,0.0433,0.015,-0.8368,0.8035000000000001,0.8518
0.9291,-1.8043,3.6901,0.3635,-2.713,4.0981000000000005,5.494400000000001,6.811100000000001
0.2408,0.374,-0.4617,0.1619,-0.0285,0.2833,0.8357,0.3118
-1.0042,0.1117,-0.491,0.185,0.0784,-0.4721,0.6027,0.5505
0.6828000000000001,0.8666,-4.9244,0.1515,0.3516,-4.5418,5.791,4.893400000000001
0.207,-2.3423000000000003,3.5384,-0.2822,-2.7785,3.7419,5.880700000000001,6.5204
0.3697,-0.2883,0.3901,0.1279,-0.0112,-0.0156,0.6784,0.0267999999999999
0.608,0.1372,0.5865,-0.0941,0.1348,0.3961,0.7237,0.5309
0.6631,0.2333,0.5004000000000001,-0.039,0.2308,0.31,0.7337,0.5408
0.6435000000000001,-0.2554,0.4018,-0.0586,-0.2579,0.2115,0.6572,0.4694
0.4018,-2.3666,-3.3428,-0.178,-3.476,-3.1017,5.7094000000000005,6.5777
0.7329,0.3011,4.2782,0.204,-0.559,4.5115,4.5793,5.0705
0.302,-0.3956,0.5074000000000001,0.1457,-0.0425,-0.113,0.903,0.1555
0.6879000000000001,-0.1801,-1.4642000000000002,-0.0122,-0.2215,-1.5538,1.6443,1.7753
0.0212,-0.4074,0.4183,-0.3036,-0.383,0.4625,0.8257,0.8455
0.7071000000000001,-0.2086,-0.7943,0.007,-0.2499,-0.8839,1.0029,1.1338
0.6817000000000001,2.8212,4.1389000000000005,0.0225,2.1241000000000003,4.4053,6.960100000000001,6.529400000000001
0.411,-3.2247000000000003,2.9417,-0.1099,-4.001,2.99,6.1664,6.9910000000000005
0.9165,-0.0859,0.7183,0.2144,-0.0883,0.5279,0.8042,0.6162000000000001
0.8328,0.3506,1.1775,0.1307,0.3484,1.0198,1.5281,1.3682
0.3805,-3.2841,-2.6152,-0.143,-4.1487,-2.5106,5.8993,6.6593
0.7495,0.0841,1.0228000000000002,0.0501,0.0765,0.9249,1.1069000000000002,1.0014
0.5273,3.4932000000000003,3.6775,-0.0857,2.4807,4.002,7.1707,6.4827
0.3902,-0.2951,-0.6447,0.0744,-0.3407,-0.614,0.9398,0.9547
0.9334,-0.5719000000000001,4.2765,0.3949,-1.3744,4.6401,4.848400000000001,6.0145
0.3591,-3.0884,2.9212,-0.1394,-3.719,3.1798,6.0096,6.8988
0.6463,0.3031,0.4795,-0.0539,0.2618,0.3899,0.7826,0.6517
0.274,-0.3899,0.5355,0.1399,-0.1679,0.346,0.9254,0.5139
0.5589000000000001,0.3994,-0.6777000000000001,0.04,0.3268,-0.7212000000000001,1.0771000000000002,1.048
0.9029,2.1442,4.1948,0.3652,1.5681,4.4884,6.339,6.056500000000001
0.6834,-0.0183,0.6304000000000001,-0.0188,-0.0207,0.4401,0.6487,0.4608
-0.03,0.2893,1.3913,-0.0521,0.3428,1.3984,1.6806,1.7412
0.6291,-0.0264,-0.8922,0.0958,-0.0156,-1.0717,0.9186,1.0873000000000002
-0.2532,-0.0635,0.546,0.0933,-0.0019,-0.0183,0.6095,0.0202
0.5755,-0.2233,-0.5146000000000001,-0.1239,-0.2309,-0.6125,0.7379,0.8434
0.7284,0.1693,0.6535000000000001,0.029,0.1617,0.5555,0.8228000000000001,0.7172000000000001
0.6256,0.1943,4.595000000000001,0.1169,-0.5214,4.7658000000000005,4.789300000000001,5.2872
0.6668000000000001,-0.3733,0.5945,-0.0353,-0.3755,0.4367,0.9678,0.8122
0.3148,-0.4973,0.4375,0.1523,-0.0419,0.0832,0.9348,0.1251
0.8168000000000001,0.1271,0.6287,0.1174,0.1195,0.5307000000000001,0.7558,0.6502000000000001
0.6152000000000001,-0.4669,-0.1339,-0.0842,-0.4745,-0.2319,0.6008,0.7063999999999999
0.7375,-0.2775,0.3804,0.0354,-0.2797,0.2227,0.6579,0.5024
0.8042,0.3574,0.7765000000000001,0.1031,0.355,0.6498,1.1339,1.0048
0.4757,0.9595,4.3103,-0.033,0.2438,4.4812,5.2698,4.7250000000000005
0.8016000000000001,0.1469,0.5715,0.0995,0.1447,0.4138,0.7184,0.5585
0.2809,-0.6202000000000001,-4.7739,-0.2576,-1.4226,-4.4103,5.3941,5.8329
0.5820000000000001,-1.1479,-4.4619,0.0267,-2.1628000000000003,-4.1868,5.6098,6.349600000000001
-0.1844,-0.0274,0.5795,0.1012,0.0065,0.0049,0.6069,0.0114
0.5176000000000001,2.5090000000000003,2.7064,-0.0216,1.8045,3.0967,5.215400000000001,4.901199999999999
0.8908,0.3765,0.768,0.1907,0.3352,0.6784,1.1445,1.0136
0.5710000000000001,-0.682,4.063400000000001,0.0054,-1.5907,4.4714,4.745400000000001,6.0621
0.5238,-0.2008,0.5704,-0.0079,-0.1427,0.4138,0.7712,0.5565
0.6834,-0.0232,0.8198000000000001,-0.0177,-0.0256,0.6932,0.8430000000000001,0.7188
0.6492,0.0168,-0.8341000000000001,-0.0509,-0.0245,-0.9238,0.8509000000000001,0.9483
0.5079,2.3709,3.817,-0.0305,1.5684,4.1806,6.1879,5.7490000000000006
0.5880000000000001,1.7338,4.591,-0.025,0.7213,4.9156,6.3248,5.636900000000001
0.9128,-0.461,4.1493,0.3736,-1.1655,4.5396,4.6103000000000005,5.7051
0.3883,-0.2855,-0.5756,0.1637,-0.281,-0.5813,0.8611,0.8623000000000001
-0.2847,-0.9071,0.9146,-0.2678,-0.8524,0.8379000000000001,1.8217,1.6903
0.3247,-0.451,0.6899000000000001,0.14,-0.1233,-0.2811,1.1409,0.4044
0.8614,0.2548,-1.5511,0.2704,0.1975,0.0128,1.8059,0.2103
0.5981000000000001,-0.0591,4.8063,0.0929,-0.7404000000000001,4.8476,4.8654,5.588
0.8815000000000001,0.6382,4.3378000000000005,0.3159,-0.2705,4.7458,4.976000000000001,5.0163
0.656,1.6459,1.3917000000000002,0.1545,1.1377000000000002,1.8407,3.0376000000000003,2.9784
0.3644,-2.9732000000000003,3.3155,-0.1211,-3.3495000000000004,3.3581000000000003,6.2887,6.707600000000001
0.7268,0.4038,0.3486,0.0267,0.3625,0.2589,0.7524,0.6214
0.6421,0.8827,4.7794,0.0936,-0.1465,4.9411000000000005,5.6621,5.0876
0.5789000000000001,-0.1329,3.8684,-0.0446,-0.8476,4.2735,4.0013,5.1211
0.6558,0.9739,4.267,0.1481,0.3648,4.6831000000000005,5.2409,5.0479
0.6145,-1.213,-4.734100000000001,0.0855,-2.0731,-4.5007,5.947100000000001,6.5738
0.2725,1.9179,-4.2144,-0.3073,0.8085,-3.9734,6.132300000000001,4.7819
0.4932,-2.2548,1.9728,0.0008,-2.754,1.9529,4.2276,4.7069
0.461,-0.6553,0.2607,-0.0758,-1.4352,0.3852,0.916,1.8204
0.2875,-2.2837,-3.2153,-0.3016,-3.4040000000000004,-2.9063000000000003,5.4990000000000006,6.310300000000001
0.4488,-3.1779,3.1175,-0.0437,-3.6771,3.0977,6.295400000000001,6.7748
-0.0068,-0.3761,0.2445,0.0628,-0.1965,0.2924,0.6206,0.4889
0.4856,-0.7902,0.0347,-0.0329,-1.473,0.0543,0.8249,1.5273
0.2695,0.0023,-4.5582,-0.2682,-0.5738,-4.264600000000001,4.5605,4.838400000000001
0.4909,4.2481,3.0349,-0.038,3.3881,3.2683,7.282999999999999,6.6564
0.8341000000000001,0.0087,1.4076,0.133,0.0063,1.2809,1.4163,1.2872
0.4762,1.353,-4.9138,-0.0326,0.6374000000000001,-4.743,6.2668,5.380400000000001
0.6225,3.2716000000000003,-4.8093,0.057,2.3629,-4.4013,8.0809,6.7642
0.7956000000000001,-0.2588,0.7774000000000001,0.0935,-0.2613,0.5871000000000001,1.0362,0.8484
0.4116,-0.3076,0.4284,0.1699,-0.0305,0.0227,0.736,0.0532
0.3184,2.6545,-4.798500000000001,-0.2193,2.0783,-4.5049,7.453000000000001,6.5832
0.6639,0.6345000000000001,-0.3403,0.1302,0.6701,-0.4808,0.9748,1.1509
0.2977,0.9845,-4.872,-0.2343,0.6843,-4.4684,5.8565,5.1527
0.1569,-0.2525,0.4757,-0.0079,0.1173,0.4335,0.7282,0.5508
0.411,-0.7217,0.2093,-0.1579,-1.6819000000000002,0.4791,0.931,2.161
0.7825000000000001,0.3968,1.7086,0.0831,0.3892,1.6106,2.1054,1.9998
0.7683,0.8766,4.8223,0.2596,0.161,4.9932,5.6989,5.1542
0.5879,3.9765,2.7506,0.059,3.1164,2.984,6.7271,6.1004000000000005
0.791,0.0286,0.6455000000000001,0.0889,0.0262,0.4552,0.6741,0.4814
0.7251000000000001,-0.2527,0.3728,0.024,-0.2551,0.2461,0.6255,0.5012
0.6332,-0.3655,4.3504000000000005,0.0676,-1.2742,4.758500000000001,4.7159,6.0327
0.4655,-2.9254,3.1783,-0.0389,-3.5396,3.1505,6.1037,6.6901
-0.2053,0.3911,0.2259,-0.0908,0.3795,0.2315,0.617,0.611
-0.1292,0.5650000000000001,1.4958,-0.1339,0.6111,1.425,2.0608,2.0361
0.7802,-1.2046,-4.8798,0.2418,-2.0071,-4.5161,6.0844000000000005,6.523199999999999
0.7302000000000001,0.0281,0.9615,0.028,0.0256,0.7712,0.9896,0.7968
0.0978,0.147,-0.4693,-0.1268,0.1516,-0.4749,0.6163,0.6265000000000001
0.6073000000000001,0.1752,-1.4528,0.0741,0.186,-1.6323,1.628,1.8183
0.6374000000000001,-2.3404000000000003,-4.2494000000000005,0.0989,-3.1428000000000003,-3.8858,6.5898,7.028600000000001
0.7803,0.5618000000000001,-3.4026,0.2643,-0.1736,-3.0911,3.9644,3.2647
0.7642,2.7147,4.1935,0.2217,1.7996,4.3356,6.908200000000001,6.1352
0.6147,-1.3849,3.1158,0.0858,-2.245,3.3491,4.5007,5.5941
0.8756,4.2151000000000005,3.2802,0.3203,3.2003000000000004,3.5553000000000003,7.4953,6.755600000000001
0.8393,-0.0228,0.8552000000000001,0.1382,-0.0253,0.7285,0.8780000000000001,0.7538
0.5196000000000001,2.184,-4.5686,0.0342,1.8077,-4.526,6.7526,6.3337
0.5352,-0.8779,4.3291,0.0117,-1.7426,4.4337,5.207000000000001,6.1763
0.3811,-0.0325,0.6439,0.1965,0.2951,-0.3272,0.6764,0.6223
0.217,-2.2957,-4.2964,-0.3064,-2.9686000000000003,-3.9018,6.5921,6.8704
0.1083,-0.4842,0.3218,0.0828,-0.4376,0.317,0.806,0.7545999999999999
0.5533,0.1772,-0.456,-0.1462,0.1696,-0.5539000000000001,0.6332,0.7235
0.252,-0.2205,-0.5047,0.1197,-0.0034,-0.0675,0.7252000000000001,0.0709
0.6488,0.3942,-0.2706,0.1171,0.4523,-0.4271,0.6648000000000001,0.8794
0.8079000000000001,0.6727000000000001,0.7864,0.1058,0.6702,0.5961000000000001,1.4591,1.2663000000000002
0.1928,0.2509,0.5102,0.112,0.2689,0.257,0.7611,0.5259
0.1559,-0.2694,-0.3855,0.0533,-0.0045,-0.0202,0.6549,0.0247
0.5386000000000001,-0.7923,0.3459,0.0049,-0.7567,0.2054,1.1382,0.9621
0.6133000000000001,0.2767,3.5232,0.0898,-0.5879,3.6278,3.7999,4.2157
0.686,3.4455,3.8173,0.0606,2.4239,4.1265,7.2628,6.5504
0.6857000000000001,2.1226000000000003,0.7474000000000001,0.199,1.6736,1.1833,2.87,2.8569
0.4193,-0.2634,0.4321,0.1015,-0.2446,0.1452,0.6955,0.3898
0.1394,-0.5951000000000001,-0.1412,0.083,-0.4303,-0.0142,0.7363000000000001,0.4445
-0.1634,-0.5003000000000001,0.5248,-0.2367,-0.5013000000000001,0.4916,1.0251,0.9929
0.6222,0.4857,-0.1421,0.1032,0.413,-0.1856,0.6278,0.5986
0.7625000000000001,0.3757,-0.2344,0.0624,0.3344,-0.324,0.6101,0.6584
0.8405,-0.0096,0.9473,0.1383,-0.0118,0.7896000000000001,0.9569,0.8014000000000001
0.8485,0.272,1.1624,0.1464,0.2699,1.0047,1.4344,1.2746
0.7446,0.02,1.0367,0.0425,0.0178,0.879,1.0567,0.8968
0.7134,-3.7327,-1.3584,0.1581,-4.7475000000000005,-1.0833000000000002,5.0911,5.830800000000001
0.5413,-1.0356,-1.0334,0.008,-1.0249,-1.2129,2.069,2.2378
0.6093000000000001,-0.2999,4.565,0.0609,-1.3292000000000002,4.7268,4.8649,6.056
0.9628,-0.5518000000000001,0.2042,-0.0448,-0.531,0.1577,0.756,0.6887000000000001
0.6507000000000001,-0.473,0.248,-0.0514,-0.4755,0.0577,0.721,0.5332
0.0924,-0.4482,0.637,-0.1413,-0.0836,0.2446,1.0852,0.3282
0.7215,0.0779,0.5740000000000001,0.0214,0.0366,0.4843,0.6519,0.5209
0.7199,-0.0681,0.6081,0.0198,-0.1094,0.5184,0.6761999999999999,0.6277999999999999
0.609,0.1407,0.4724,-0.092,0.1383,0.3457,0.6131,0.484
0.4878,-0.6925,-4.2013,-0.049,-1.4723000000000002,-4.0768,4.8938,5.549100000000001
-0.0242,0.1049,-0.5331,-0.0143,0.1225,-0.5577,0.638,0.6801999999999999
0.7091000000000001,-0.2273,0.5719000000000001,0.009,-0.2686,0.4823,0.7992000000000001,0.7509
0.2895,-0.3369,0.5702,-0.0264,-0.0138,-0.0911,0.9071,0.1049
-0.186,0.0272,0.6715,-0.1059,0.0192,0.6431,0.6987,0.6623
0.5879,-0.4127,-0.2032,-0.1122,-0.454,-0.2928,0.6159,0.7468
0.8116,-0.6315000000000001,0.8364,0.1115,-0.6728000000000001,0.7467,1.4679000000000002,1.4195000000000002
0.2332,-0.4048,0.6418,0.0769,-0.0517,0.0214,1.0466,0.0731
0.1445,0.2507,0.4324,-0.0542,0.1978,0.3988,0.6831,0.5966
0.4589,-0.0364,-5.1078,-0.0788,-0.6125,-4.8142000000000005,5.1442000000000005,5.4267
0.6233000000000001,3.3131000000000004,4.1279,0.1189,2.6988000000000003,4.1001,7.441000000000001,6.798900000000001
0.3362,0.19,-5.1787,-0.2015,-0.3861,-4.8851,5.3687000000000005,5.2712
0.6032000000000001,0.3601,-5.201700000000001,0.0142,-0.7603000000000001,-4.8926,5.561800000000001,5.6529
0.8035,2.3556,3.5478,0.2746,1.4955,3.7812,5.9034,5.2767
0.3931,-0.4281,-0.6116,0.2283,-0.0584,-0.6538,1.0397,0.7122
0.6308,1.8642,4.3357,0.1221,1.1486,4.5065,6.1999,5.6551
0.8904000000000001,-0.1226,0.5439,0.191,-0.1302,0.4459,0.6665000000000001,0.5761000000000001
0.6344000000000001,0.9589,-0.1026,0.1006,0.9945,-0.2432,1.0615,1.2377
0.3134,0.0989,0.5023,0.1561,0.0219,0.1517,0.6012,0.1736
0.4538,2.8271,-4.5363,-0.0549,2.1114,-4.3655,7.3634,6.4769000000000005
0.6503,-3.3593,-2.4214,0.1018,-4.3885000000000005,-2.2596000000000003,5.7807,6.648100000000001
0.4245,1.0049,4.331300000000001,-0.1139,0.2024,4.6949000000000005,5.336200000000001,4.8973
0.6631,-0.0268,-1.7328,0.072,-0.0841,-0.1689,1.7595999999999998,0.253
0.2106,-0.4881,0.3329,0.1283,-0.1162,-0.0533,0.821,0.1694999999999999
1.1617,-0.0002,-1.9269,0.894,0.0111,-1.9326,1.9271,1.9437
0.4462,0.0444,1.7063,-0.0871,0.0552,1.5268000000000002,1.7507,1.582
0.5485,-0.5027,4.5215000000000005,0.05,-1.1333,4.7801,5.0242,5.9134
0.8135,-0.0286,-1.0641,0.1114,-0.0308,-1.2218,1.0927,1.2526
0.7645000000000001,-0.2925,-0.5796,0.0624,-0.295,-0.7699,0.8721,1.0649
0.0324,-0.4135,0.4999,-0.0207,-0.4206,0.4162,0.9134,0.8368
0.1663,0.4332,-0.3879,-0.1226,0.3754,-0.4098,0.8210999999999999,0.7852
0.1972,-0.1586,0.4938,0.0706,0.0571,0.038,0.6524,0.0950999999999999
0.4335,2.7116,4.2155000000000005,-0.0825,1.9763,4.527,6.9271,6.5033
0.2187,-0.202,-0.5566,0.2308,-0.1728,-0.5992000000000001,0.7585999999999999,0.772
0.8390000000000001,0.0108,1.5756,0.1369,0.0083,1.3853,1.5863999999999998,1.3936
0.2857,-0.2267,0.3985,0.1599,-0.0411,0.0406,0.6252,0.0817
0.8932,0.7902,0.9949,0.1931,0.7489,0.9052,1.7851,1.6541
0.2416,-0.1602,0.7459,0.0973,-0.0632,-0.0531,0.9061,0.1163
-0.1582,-0.0519,0.5776,0.1064,-0.0093,-0.0258,0.6295,0.0351
0.1994,0.4797,-1.0999,0.1261,0.4787,-1.1331,1.5796,1.6118
0.7234,0.0378,0.8803000000000001,0.0223,0.0354,0.7536,0.9181,0.789
0.7287,0.3979,4.3554,0.1974,-0.1171,4.737900000000001,4.7533,4.855
0.6923,2.4304,4.2170000000000005,0.1763,1.695,4.5285,6.647400000000001,6.2235000000000005
0.4039,-0.0139,-0.7325,0.1793,-0.0093,-0.7382000000000001,0.7464000000000001,0.7475
0.4851,5.8368,0.045,-0.0805,4.928100000000001,0.453,5.8818,5.381100000000001
0.8302,-0.0901,0.6501,0.1291,-0.0925,0.5234,0.7402,0.6159
0.4935,2.4768000000000003,4.1644000000000005,-0.0955,1.3565,4.4734,6.641200000000001,5.8299
0.5608000000000001,3.3914,3.7277,-0.0645,2.3698,4.0368,7.1191,6.406600000000001
0.5445,1.3487,4.2198,0.0358,0.6331,4.3907,5.5685,5.0238
0.5375,1.3516,4.6645,0.0086,0.4915,4.8978,6.0161,5.3893
0.3072,-0.3468,-0.3403,0.0923,0.0539,0.2404,0.6871,0.2943
0.7461,-0.3029,0.5222,0.046,-0.3442,0.4325,0.8251,0.7767
0.3664,-0.2543,-1.2345000000000002,0.1436,0.0471,-0.3956,1.4888,0.4427
0.6517000000000001,0.2797,1.0382,-0.0478,0.2721,0.9402,1.3179,1.2123
-0.087,-0.5369,-0.0733,-0.0796,-0.4663,-0.0536,0.6102000000000001,0.5199
0.9069,0.7637,0.3941,0.2058,0.7613000000000001,0.2674,1.1578,1.0287000000000002
-0.0158,0.2621,-0.3814,-0.2946,0.2163,-0.4052,0.6435,0.6214999999999999
0.7508,0.1448,0.5976,0.0498,0.1424,0.4709,0.7424000000000001,0.6133
0.4657,2.9795000000000003,4.2138,-0.0267,2.4803,4.1939,7.193300000000001,6.674200000000001
0.283,-0.1049,-0.5338,0.2242,0.088,-0.4673,0.6387,0.5553
0.5399,2.7932,4.197,-0.0491,1.6728,4.506,6.9902,6.178800000000001
0.5742,2.4704,3.5069000000000004,0.0365,1.8943,3.8006,5.9773000000000005,5.6949000000000005
0.5157,-2.4810000000000003,-3.1478,-0.0733,-3.6013,-2.8388,5.6288,6.4401
0.6507000000000001,-1.0275,-3.8865,0.1022,-2.0568,-3.7248,4.914,5.7816
0.0197,0.5774,-0.0685,0.1282,0.6032000000000001,-0.0895,0.6459,0.6927000000000001
0.9589,0.3081,4.3457,0.39,-0.6521,4.6155,4.6538,5.2676
-0.0571,-0.3309,0.3879,0.0189,-0.3368,0.3638,0.7188000000000001,0.7006
0.6227,-0.2915,0.4909,0.1713,-0.0289,0.0267,0.7824,0.0556
0.754,2.1837,4.1747000000000005,0.2438,1.6912,4.689500000000001,6.3584000000000005,6.380700000000001
-0.1628,0.0915,0.6369,0.0943,0.0294,0.0252,0.7284,0.0545999999999999
0.4576,-4.3291,-0.4969,-0.0561,-4.8413,-0.2068,4.8260000000000005,5.048100000000001
0.5673,-0.5427000000000001,4.888,0.0748,-1.0418,4.8681,5.4307,5.9099
0.2796,-0.4036,0.4175,0.058,-0.4025,0.4141,0.8210999999999999,0.8166
0.6778000000000001,2.5428,-4.6862,0.169,1.8272,-4.5154000000000005,7.229000000000001,6.342600000000001
0.6209,2.1993,4.4151,0.1157,1.5181,4.4564,6.6144,5.974500000000001
-0.2864,-0.0679,0.5993,0.0602,-0.0064,0.035,0.6672,0.0414
0.5222,-1.2512,4.2366,0.0367,-1.6276000000000002,4.2792,5.4878,5.9068000000000005
0.1479,-0.025,0.6904,0.1282,0.0031,0.6404000000000001,0.7154,0.6435000000000001
0.4276,-0.3072,-0.4161,0.3426,-0.1309,-0.7496,0.7233,0.8805000000000001
0.2516,0.0759,0.786,0.0918,0.0138,0.1212,0.8619,0.135
0.7415,-0.1365,-0.4841,0.0394,-0.1387,-0.6418,0.6206,0.7805
0.5542,0.7207,-5.161700000000001,0.0455,0.0051,-4.9909,5.8824000000000005,4.996
-0.2341,-0.0255,0.5904,0.0402,0.0,-0.0005,0.6159,0.0005
0.8505,0.3113,-0.5054000000000001,0.1504,0.27,-0.5951000000000001,0.8167000000000001,0.8651000000000001
0.7893,2.7555,4.1059,0.2805,2.0399000000000003,4.276800000000001,6.8614,6.316700000000001
0.8379000000000001,0.3511,1.2315,0.1357,0.3486,1.0411,1.5826,1.3897
0.5640000000000001,2.2515,4.0868,0.0263,1.6754,4.3804,6.3383,6.0558
0.7811,0.4224,1.1245,0.0817,0.4147,1.0265,1.5469,1.4412
0.4031,-0.0668,0.5867,0.2414,0.2074,0.4343,0.6535,0.6417
0.7216,-0.2452,0.3647,0.0195,-0.2477,0.1744,0.6099,0.4221
0.1089,0.0386,0.774,-0.0353,0.1357,-0.025,0.8126,0.1606999999999999
